event_name,fighter_f1,fighter_f2,outcome_f1,outcome_f2,bout_type,title,method,round,tot_fight_time,last_rnd_time,set_rounds,r1_kd_f1,r1_kd_f2,r1_sig_str_f1,r1_sig_str_f2,r1_total_str_f1,r1_total_str_f2,r1_td_f1,r1_td_f2,r1_sub_att_f1,r1_sub_att_f2,r1_rev_f1,r1_rev_f2,r1_ctrl_f1,r1_ctrl_f2,r2_kd_f1,r2_kd_f2,r2_sig_str_f1,r2_sig_str_f2,r2_total_str_f1,r2_total_str_f2,r2_td_f1,r2_td_f2,r2_sub_att_f1,r2_sub_att_f2,r2_rev_f1,r2_rev_f2,r2_ctrl_f1,r2_ctrl_f2,r3_kd_f1,r3_kd_f2,r3_sig_str_f1,r3_sig_str_f2,r3_total_str_f1,r3_total_str_f2,r3_td_f1,r3_td_f2,r3_sub_att_f1,r3_sub_att_f2,r3_rev_f1,r3_rev_f2,r3_ctrl_f1,r3_ctrl_f2,sg_strk_r1_sig_str_f1,sg_strk_r1_sig_str_f2,sg_strk_r1_head_f1,sg_strk_r1_head_f2,sg_strk_r1_body_f1,sg_strk_r1_body_f2,sg_strk_r1_leg_f1,sg_strk_r1_leg_f2,sg_strk_r1_distance_f1,sg_strk_r1_distance_f2,sg_strk_r1_clinch_f1,sg_strk_r1_clinch_f2,sg_strk_r1_grf1,sg_strk_r1_grf2,sg_strk_r2_sig_str_f1,sg_strk_r2_sig_str_f2,sg_strk_r2_head_f1,sg_strk_r2_head_f2,sg_strk_r2_body_f1,sg_strk_r2_body_f2,sg_strk_r2_leg_f1,sg_strk_r2_leg_f2,sg_strk_r2_distance_f1,sg_strk_r2_distance_f2,sg_strk_r2_clinch_f1,sg_strk_r2_clinch_f2,sg_strk_r2_grf1,sg_strk_r2_grf2,sg_strk_r3_sig_str_f1,sg_strk_r3_sig_str_f2,sg_strk_r3_head_f1,sg_strk_r3_head_f2,sg_strk_r3_body_f1,sg_strk_r3_body_f2,sg_strk_r3_leg_f1,sg_strk_r3_leg_f2,sg_strk_r3_distance_f1,sg_strk_r3_distance_f2,sg_strk_r3_clinch_f1,sg_strk_r3_clinch_f2,sg_strk_r3_grf1,sg_strk_r3_grf2,r4_kd_f1,r4_kd_f2,r4_sig_str_f1,r4_sig_str_f2,r4_total_str_f1,r4_total_str_f2,r4_td_f1,r4_td_f2,r4_sub_att_f1,r4_sub_att_f2,r4_rev_f1,r4_rev_f2,r4_ctrl_f1,r4_ctrl_f2,sg_strk_r4_sig_str_f1,sg_strk_r4_sig_str_f2,sg_strk_r4_head_f1,sg_strk_r4_head_f2,sg_strk_r4_body_f1,sg_strk_r4_body_f2,sg_strk_r4_leg_f1,sg_strk_r4_leg_f2,sg_strk_r4_distance_f1,sg_strk_r4_distance_f2,sg_strk_r4_clinch_f1,sg_strk_r4_clinch_f2,sg_strk_r4_grf1,sg_strk_r4_grf2,r5_kd_f1,r5_kd_f2,r5_sig_str_f1,r5_sig_str_f2,r5_total_str_f1,r5_total_str_f2,r5_td_f1,r5_td_f2,r5_sub_att_f1,r5_sub_att_f2,r5_rev_f1,r5_rev_f2,r5_ctrl_f1,r5_ctrl_f2,sg_strk_r5_sig_str_f1,sg_strk_r5_sig_str_f2,sg_strk_r5_head_f1,sg_strk_r5_head_f2,sg_strk_r5_body_f1,sg_strk_r5_body_f2,sg_strk_r5_leg_f1,sg_strk_r5_leg_f2,sg_strk_r5_distance_f1,sg_strk_r5_distance_f2,sg_strk_r5_clinch_f1,sg_strk_r5_clinch_f2,sg_strk_r5_grf1,sg_strk_r5_grf2
UFC Fight Night: Ngannou vs. Dos Santos,Maurice Greene,Junior Albini,1,0,Heavyweight Bout,0,KO/TKO,1,218,218,3,2,0,0.44,0.43,0.4588235294117647,0.46808510638297873,,,0,0,0,0,35,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.43,0.2982456140350877,0.3333333333333333,0.8181818181818182,0.6363636363636364,0.7333333333333333,0.6666666666666666,0.4696969696969697,0.425,0.4,0.5,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Renato Moicano,Chan Sung Jung,0,1,Featherweight Bout,0,KO/TKO,1,58,58,5,0,1,0.0,0.66,0.0,0.6923076923076923,,,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.66,0.0,0.6521739130434783,,,,1.0,0.0,0.5,,,,0.7222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Bryan Barberena,Randy Brown,0,1,Welterweight Bout,0,KO/TKO,3,774,174,3,0,0,0.64,0.58,0.8571428571428571,0.58,,,0,0,0,0,7,43,0.0,0.0,0.43,0.57,0.65,0.6,,,0.0,0.0,0.0,0.0,51.0,105.0,0.0,1.0,0.35,0.59,0.35714285714285715,0.59375,,,0.0,0.0,0.0,0.0,0.0,11.0,0.64,0.58,0.25,0.25,0.8,0.8,0.8333333333333334,1.0,0.625,0.46153846153846156,1.0,1.0,,,0.43,0.57,0.32142857142857145,0.52,0.7,0.6666666666666666,0.5,1.0,0.19230769230769232,0.5,0.7222222222222222,0.75,0.75,,0.35,0.59,0.21052631578947367,0.5208333333333334,0.0,0.7857142857142857,0.75,1.0,0.3333333333333333,0.5185185185185185,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Andre Ewell,Anderson Dos Santos,1,0,Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.46,0.26,0.4714285714285714,0.28846153846153844,,0.0,0,0,0,0,0,34,0.0,0.0,0.35,0.17,0.35714285714285715,0.22,,0.5,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.0,0.47,0.4,0.47058823529411764,0.6065573770491803,,0.2,0.0,0.0,0.0,0.0,0.0,167.0,0.46,0.26,0.4461538461538462,0.25,0.75,0.5,,0.25,0.45588235294117646,0.26,1.0,,,,0.35,0.17,0.3384615384615385,0.13953488372093023,0.5,0.0,1.0,0.6666666666666666,0.35714285714285715,0.15555555555555556,,,,0.5,0.47,0.4,0.47058823529411764,0.3,,1.0,,1.0,0.47058823529411764,0.32142857142857145,,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Andrea Lee,Montana De La Rosa,1,0,Women's Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.51,0.12,0.5384615384615384,0.22413793103448276,1.0,0.5,0,0,0,0,3,90,0.0,0.0,0.71,0.07,0.75,0.2708333333333333,0.0,0.4,0.0,0.0,0.0,0.0,9.0,78.0,0.0,0.0,0.54,0.25,0.5581395348837209,0.4666666666666667,,0.33,0.0,1.0,0.0,0.0,137.0,70.0,0.51,0.12,0.3333333333333333,0.09302325581395349,0.8333333333333334,0.25,1.0,0.5,0.40540540540540543,0.09090909090909091,0.8333333333333334,0.4,,,0.71,0.07,0.6363636363636364,0.05714285714285714,0.8,0.3333333333333333,1.0,,0.6666666666666666,0.07894736842105263,1.0,,1.0,,0.54,0.25,0.4482758620689655,0.16666666666666666,0.7,1.0,1.0,,0.38095238095238093,0.2222222222222222,0.8,1.0,0.6875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Kevin Holland,Alessio Di Chirico,1,0,Middleweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.46,0.64,0.8,0.7142857142857143,,0.5,0,0,0,0,88,51,0.0,0.0,0.4,0.68,0.7702702702702703,0.6857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,111.0,40.0,0.0,0.0,0.57,0.48,0.6610169491525424,0.48148148148148145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.46,0.64,0.16,0.5714285714285714,0.7777777777777778,0.5,0.9090909090909091,1.0,0.3235294117647059,0.5,0.9090909090909091,0.8888888888888888,,1.0,0.4,0.68,0.16666666666666666,0.6666666666666666,0.5,0.5,0.8,1.0,0.3,0.6190476190476191,0.8,0.875,,,0.57,0.48,0.2916666666666667,0.2,0.7777777777777778,0.6,0.9285714285714286,1.0,0.5652173913043478,0.52,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Dan Ige,Kevin Aguilar,1,0,Featherweight Bout,0,Decision - Unanimous,3,900,300,3,1,0,0.57,0.31,0.6923076923076923,0.47368421052631576,0.0,,0,0,0,0,126,0,0.0,0.0,0.92,0.5,0.9411764705882353,0.7804878048780488,1.0,,0.0,0.0,0.0,1.0,115.0,125.0,0.0,0.0,0.48,0.26,0.484375,0.2631578947368421,0.0,1.0,0.0,0.0,0.0,0.0,6.0,14.0,0.57,0.31,0.5,0.2608695652173913,0.6666666666666666,0.5,1.0,0.5,0.5357142857142857,0.3103448275862069,0.0,,0.6666666666666666,,0.92,0.5,0.9,0.5333333333333333,1.0,0.3333333333333333,1.0,,0.8,0.2857142857142857,,,1.0,0.6363636363636364,0.48,0.26,0.44642857142857145,0.15555555555555556,0.7142857142857143,0.6363636363636364,1.0,1.0,0.44642857142857145,0.19607843137254902,0.75,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Ashley Yoder,Syuri Kondo,1,0,Women's Strawweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.76,0.71,0.7808219178082192,0.7777777777777778,0.5,,0,0,0,0,277,0,0.0,0.0,0.68,0.64,0.7954545454545454,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0,239.0,7.0,0.0,0.0,0.76,0.25,0.7142857142857143,0.5,0.0,,0.0,1.0,0.0,0.0,257.0,13.0,0.76,0.71,0.7555555555555555,0.5,0.8,1.0,,,0.7142857142857143,0.6666666666666666,,1.0,0.7674418604651163,,0.68,0.64,0.5714285714285714,0.5909090909090909,0.75,1.0,1.0,,0.5454545454545454,0.25,1.0,0.7857142857142857,1.0,1.0,0.76,0.25,0.7419354838709677,0.2857142857142857,1.0,0.0,1.0,,0.4,0.14285714285714285,1.0,1.0,0.8148148148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Matt Wiman,Luis Pena,0,1,Lightweight Bout,0,KO/TKO,3,674,74,3,0,0,0.57,0.53,0.625,0.5588235294117647,0.5,,0,0,0,1,10,189,0.0,0.0,0.6,0.72,0.6470588235294118,0.7551020408163265,0.0,1.0,0.0,1.0,0.0,0.0,4.0,243.0,0.0,0.0,0.53,0.53,0.5384615384615384,0.5348837209302325,,,0.0,0.0,0.0,0.0,0.0,20.0,0.57,0.53,0.0,0.532258064516129,0.0,0.6666666666666666,0.8888888888888888,,0.7272727272727273,0.0,0.0,0.75,0.0,0.6190476190476191,0.6,0.72,0.25,0.725,1.0,,1.0,,0.75,0.5714285714285714,,,0.0,0.8076923076923077,0.53,0.53,0.0,0.5238095238095238,1.0,1.0,1.0,,0.5384615384615384,0.5,,,,0.5652173913043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Allen Crowder,Jairzinho Rozenstruik,0,1,Heavyweight Bout,0,KO/TKO,1,9,9,3,0,1,0.0,1.0,0.0,1.0,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,1.0,,,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Deron Winn,Eric Spicely,1,0,Middleweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.41,0.4,0.4222222222222222,0.4098360655737705,0.0,,0,0,0,0,2,3,0.0,0.0,0.48,0.52,0.48125,0.5285714285714286,,,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.46,0.49,0.47058823529411764,0.4946236559139785,0.0,,0.0,0.0,0.0,0.0,28.0,0.0,0.41,0.4,0.32,0.35714285714285715,0.9166666666666666,1.0,1.0,,0.39759036144578314,0.3076923076923077,0.6666666666666666,1.0,,,0.48,0.52,0.417910447761194,0.484375,0.8076923076923077,1.0,,1.0,0.4306569343065693,0.45614035087719296,0.782608695652174,0.8461538461538461,,,0.46,0.49,0.4205607476635514,0.45348837209302323,0.875,1.0,1.0,,0.4411764705882353,0.4155844155844156,0.625,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Moicano vs. The Korean Zombie,Ariane da Silva,Molly McCann,0,1,Women's Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.29,0.5,0.2967032967032967,0.5064935064935064,,1.0,0,0,0,0,0,13,0.0,0.0,0.25,0.57,0.25,0.5737704918032787,,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.2,0.46,0.20833333333333334,0.4605263157894737,,,0.0,0.0,0.0,0.0,2.0,0.0,0.29,0.5,0.20270270270270271,0.41379310344827586,0.75,0.75,0.6,0.7857142857142857,0.29545454545454547,0.5,0.5,1.0,0.0,0.375,0.25,0.57,0.109375,0.4666666666666667,0.6363636363636364,0.75,0.7777777777777778,0.9166666666666666,0.24691358024691357,0.5555555555555556,,,0.3333333333333333,0.7142857142857143,0.2,0.46,0.13924050632911392,0.3559322033898305,0.3333333333333333,0.75,1.0,0.8461538461538461,0.2,0.44594594594594594,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Valentina Shevchenko,Jessica Eye,1,0,UFC Women's Flyweight Title Bout,1,KO/TKO,2,326,26,5,0,0,0.75,0.14,0.9459459459459459,0.8723404255319149,1.0,,1,0,0,0,256,2,1.0,0.0,0.66,0.2,0.6666666666666666,0.2,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,0.75,0.14,0.75,0.0,0.75,,,1.0,0.6,0.14285714285714285,1.0,,1.0,,0.66,0.2,1.0,0.0,0.5,0.0,,0.5,0.6666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Henry Cejudo,Marlon Moraes,1,0,UFC Bantamweight Title Bout,1,KO/TKO,3,891,291,5,0,0,0.22,0.43,0.22727272727272727,0.43243243243243246,0.0,,0,0,0,0,0,0,0.0,0.0,0.45,0.52,0.47126436781609193,0.5254237288135594,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.43,0.726027397260274,0.48,0.33,0.0,1.0,0.0,0.0,0.0,160.0,0.0,0.22,0.43,0.15789473684210525,0.2,,1.0,0.6666666666666666,0.6428571428571429,0.22727272727272727,0.43243243243243246,,,,,0.45,0.52,0.41333333333333333,0.48,0.7142857142857143,0.5,1.0,0.8571428571428571,0.38571428571428573,0.5172413793103449,0.7857142857142857,1.0,,,0.72,0.43,0.6964285714285714,0.3684210526315789,0.8888888888888888,1.0,,0.0,0.5,0.38095238095238093,0.8888888888888888,1.0,0.8666666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Tony Ferguson,Donald Cerrone,1,0,Lightweight Bout,0,TKO - Doctor's Stoppage,2,600,300,3,0,0,0.5,0.4,0.5,0.4,,,0,0,0,0,0,0,0.0,0.0,0.54,0.33,0.5416666666666666,0.3333333333333333,,1.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,0.5,0.4,0.40789473684210525,0.34146341463414637,0.7,0.6666666666666666,0.875,1.0,0.5,0.4,0.5,,,,0.54,0.33,0.5,0.21428571428571427,0.6470588235294118,0.6428571428571429,0.6363636363636364,1.0,0.5416666666666666,0.33707865168539325,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Tai Tuivasa,Blagoy Ivanov,0,1,Heavyweight Bout,0,Decision - Unanimous,3,900,300,3,0,1,0.37,0.64,0.39473684210526316,0.6571428571428571,,,0,0,0,0,108,30,0.0,0.0,0.43,0.55,0.43548387096774194,0.5555555555555556,,1.0,0.0,0.0,0.0,0.0,24.0,7.0,0.0,0.0,0.51,0.6,0.5217391304347826,0.6666666666666666,,1.0,0.0,0.0,0.0,0.0,26.0,121.0,0.37,0.64,0.3125,0.6451612903225806,1.0,0.6666666666666666,0.75,,0.28125,0.5714285714285714,1.0,1.0,,1.0,0.43,0.55,0.3333333333333333,0.5294117647058824,1.0,1.0,0.9,,0.42105263157894735,0.5660377358490566,0.6,0.0,,,0.51,0.6,0.3870967741935484,0.5625,0.8,1.0,0.7777777777777778,1.0,0.4594594594594595,0.5333333333333333,0.75,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Jimmie Rivera,Petr Yan,0,1,Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,1,0.42,0.25,0.4523809523809524,0.26785714285714285,,0.0,0,0,0,0,14,17,0.0,1.0,0.42,0.37,0.4375,0.3787878787878788,0.0,,0.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,0.32,0.25,0.3258426966292135,0.2571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.42,0.25,0.2692307692307692,0.19148936170212766,0.6666666666666666,0.5714285714285714,0.7272727272727273,1.0,0.35294117647058826,0.14285714285714285,0.8333333333333334,0.8333333333333334,,0.42857142857142855,0.42,0.37,0.3333333333333333,0.3275862068965517,0.8333333333333334,0.75,0.6666666666666666,1.0,0.4,0.3508771929824561,1.0,0.75,,0.3333333333333333,0.32,0.25,0.2676056338028169,0.19672131147540983,0.5333333333333333,0.75,0.6666666666666666,0.0,0.3037974683544304,0.23529411764705882,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Karolina Kowalkiewicz,Alexa Grasso,0,1,Women's Strawweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.4,0.32,0.40963855421686746,0.3484848484848485,,,0,0,0,0,3,7,0.0,0.0,0.37,0.41,0.38636363636363635,0.46875,,,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.38,0.45,0.38095238095238093,0.4596774193548387,,,0.0,1.0,0.0,0.0,3.0,0.0,0.4,0.32,0.3235294117647059,0.24509803921568626,0.6666666666666666,0.5833333333333334,1.0,0.7142857142857143,0.37662337662337664,0.3008130081300813,0.8,1.0,,,0.37,0.41,0.2835820895522388,0.3473684210526316,0.8666666666666667,0.8181818181818182,0.2,0.6363636363636364,0.35802469135802467,0.38317757009345793,0.6666666666666666,0.8,,,0.38,0.45,0.27450980392156865,0.3695652173913043,0.8888888888888888,0.7391304347826086,0.6666666666666666,0.6666666666666666,0.3559322033898305,0.41284403669724773,0.75,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Aljamain Sterling,Pedro Munhoz,1,0,Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.46,0.31,0.46601941747572817,0.313953488372093,0.0,,0,0,0,0,0,3,0.0,0.0,0.56,0.45,0.5688073394495413,0.4631578947368421,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.46,0.42,0.47101449275362317,0.42045454545454547,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.31,0.45161290322580644,0.25,0.53125,0.4444444444444444,0.3333333333333333,0.4166666666666667,0.47,0.30120481927710846,0.3333333333333333,0.6666666666666666,,,0.56,0.45,0.5421686746987951,0.3,0.5555555555555556,0.5185185185185185,0.875,0.8571428571428571,0.5740740740740741,0.4444444444444444,0.0,1.0,,,0.46,0.42,0.47619047619047616,0.2830188679245283,0.391304347826087,0.3684210526315789,0.5555555555555556,0.9375,0.4846153846153846,0.44047619047619047,0.14285714285714285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Tatiana Suarez,Nina Nunes,1,0,Women's Strawweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.56,0.5,0.6511627906976745,0.7,0.4,,0,0,0,0,278,0,0.0,0.0,0.64,0.5,0.68,0.5161290322580645,0.5,,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.45,0.47,0.4520547945205479,0.484375,0.0,,0.0,0.0,0.0,0.0,18.0,0.0,0.56,0.5,0.4,0.5,1.0,,0.6666666666666666,,0.25,0.0,,,0.6818181818181818,1.0,0.64,0.5,0.6086956521739131,0.47368421052631576,0.6,0.7142857142857143,0.8333333333333334,0.25,0.4782608695652174,0.4,1.0,1.0,0.8461538461538461,1.0,0.45,0.47,0.16666666666666666,0.4634146341463415,0.75,0.5263157894736842,0.8947368421052632,0.3333333333333333,0.42028985507246375,0.47540983606557374,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Ricardo Lamas,Calvin Kattar,0,1,Featherweight Bout,0,KO/TKO,1,246,246,3,0,1,0.41,0.53,0.41379310344827586,0.5365853658536586,0.0,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.53,0.16666666666666666,0.39285714285714285,0.8,0.8461538461538461,0.5,,0.41379310344827586,0.47058823529411764,,1.0,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Yan Xiaonan,Angela Hill,1,0,Women's Strawweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.35,0.42,0.4583333333333333,0.5428571428571428,,0.5,0,1,0,0,106,44,0.0,0.0,0.38,0.49,0.39361702127659576,0.49019607843137253,1.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.37,0.52,0.3770491803278688,0.5230769230769231,,,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.42,0.34782608695652173,0.3888888888888889,0.0,0.42857142857142855,0.4444444444444444,0.6666666666666666,0.3103448275862069,0.30434782608695654,0.3333333333333333,1.0,1.0,1.0,0.38,0.49,0.3472222222222222,0.2857142857142857,0.4166666666666667,0.9285714285714286,0.6666666666666666,1.0,0.35802469135802467,0.4146341463414634,0.5454545454545454,0.8,1.0,,0.37,0.52,0.2980769230769231,0.47368421052631576,0.75,1.0,0.9,0.6666666666666666,0.37815126050420167,0.5079365079365079,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Smith,Alexander Gustafsson,Anthony Smith,0,1,Light Heavyweight Bout,0,Submission,4,1058,158,5,0,0,0.29,0.5,0.2962962962962963,0.5,,,0,0,0,0,0,0,0.0,0.0,0.48,0.38,0.48717948717948717,0.38235294117647056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.46,0.5416666666666666,0.46875,1.0,,0.0,0.0,0.0,0.0,38.0,0.0,0.29,0.5,0.1,0.3125,0.0,0.5,0.5833333333333334,0.875,0.2962962962962963,0.5,,,,,0.48,0.38,0.2777777777777778,0.2608695652173913,0.4,0.5714285714285714,0.75,0.75,0.48717948717948717,0.38235294117647056,,,,,0.53,0.46,0.42857142857142855,0.2,0.5,0.5714285714285714,0.7894736842105263,0.8,0.5373134328358209,0.4838709677419355,0.0,0.0,0.6666666666666666,,0.0,0.0,0.5,0.66,0.5,0.6666666666666666,0.0,,0.0,1.0,0.0,0.0,0.0,84.0,0.5,0.66,0.2222222222222222,0.625,1.0,0.6666666666666666,1.0,1.0,0.5,0.42857142857142855,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Bevon Lewis,Darren Stewart,0,1,Middleweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.53,0.55,0.6486486486486487,0.6,0.0,,0,0,0,0,97,56,0.0,0.0,0.28,0.3,0.28205128205128205,0.3,,,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.29,0.37,0.45454545454545453,0.5416666666666666,0.0,,0.0,0.0,0.0,0.0,121.0,40.0,0.53,0.55,0.25,0.3888888888888889,0.7692307692307693,0.5,0.6666666666666666,1.0,0.2857142857142857,0.46153846153846156,0.7857142857142857,0.6428571428571429,,,0.28,0.3,0.2962962962962963,0.09090909090909091,0.0,1.0,0.375,0.8333333333333334,0.2702702702702703,0.27586206896551724,0.5,1.0,,,0.29,0.37,0.2,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,0.09090909090909091,0.3076923076923077,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 238: Cejudo vs. Moraes,Katlyn Cerminara,Joanne Wood,1,0,Women's Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.3,0.42,0.3176470588235294,0.42452830188679247,0.0,,0,0,0,0,0,0,0.0,0.0,0.52,0.4,0.6582278481012658,0.5454545454545454,,0.66,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.33,0.42,0.3372093023255814,0.4421052631578947,,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.3,0.42,0.21428571428571427,0.1320754716981132,0.7,0.3333333333333333,1.0,0.8292682926829268,0.30864197530864196,0.4326923076923077,0.3333333333333333,0.0,,,0.52,0.4,0.38461538461538464,0.17142857142857143,1.0,0.5,1.0,0.8125,0.5,0.3448275862068966,1.0,0.7,1.0,1.0,0.33,0.42,0.2857142857142857,0.21568627450980393,0.5555555555555556,0.6,0.5714285714285714,0.7333333333333333,0.3372093023255814,0.43333333333333335,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
