fighter,fighter_url
Maryna Moroz,http://ufcstats.com/fighter-details/b4192a975027aab6
Wellington Turman,http://ufcstats.com/fighter-details/4dcfb28c011c11b2
Chas Skelly,http://ufcstats.com/fighter-details/4bd6b4800070b069
Gloria de Paula,http://ufcstats.com/fighter-details/5dd180c8b3196786
Tai Tuivasa,http://ufcstats.com/fighter-details/c62fbc117d57b943
Ronnie Lawrence,http://ufcstats.com/fighter-details/e7e01e266a9d4342
Maxim Grishin,http://ufcstats.com/fighter-details/950d0ef5c17157c5
Nick Maximov,http://ufcstats.com/fighter-details/12585614e0ed2626
Hakeem Dawodu,http://ufcstats.com/fighter-details/2c9d00968f818270
Alexis Davis,http://ufcstats.com/fighter-details/4c2d90e335e6df19
Malcolm Gordon,http://ufcstats.com/fighter-details/dee294e9717012c2
Francis Ngannou,http://ufcstats.com/fighter-details/8d03ce87ca14e778
Calvin Kattar,http://ufcstats.com/fighter-details/751de04455cfaac0
Jake Collier,http://ufcstats.com/fighter-details/92fa1401b7927da3
Jamie Pickett,http://ufcstats.com/fighter-details/830f60497fab345a
Brian Kelleher,http://ufcstats.com/fighter-details/7be14eaed4c74856
Dominick Cruz,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
Ryan Hall,http://ufcstats.com/fighter-details/8866c6f509c19089
Tony Kelley,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2
Cheyanne Vlismas,http://ufcstats.com/fighter-details/4959f10a62f3fec3
William Knight,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
Vince Morales,http://ufcstats.com/fighter-details/37098a6e6c27fb66
Taila Santos,http://ufcstats.com/fighter-details/f7467152fd9f18a2
Rani Yahya,http://ufcstats.com/fighter-details/94527830000ab715
Felicia Spencer,http://ufcstats.com/fighter-details/39d91e95949de3d9
Andrea Lee,http://ufcstats.com/fighter-details/05fa626cb33d15b8
Cortney Casey,http://ufcstats.com/fighter-details/5f179af5fffeb9f6
Rafael Alves,http://ufcstats.com/fighter-details/029afd138865d20a
Da Woon Jung,http://ufcstats.com/fighter-details/74f9448b97bf8bec
Glover Teixeira,http://ufcstats.com/fighter-details/7ff97850e8c32bda
Zubaira Tukhugov,http://ufcstats.com/fighter-details/aceffa19749c4dc0
Jessica-Rose Clark,http://ufcstats.com/fighter-details/6c8072b61c276e67
Randa Markos,http://ufcstats.com/fighter-details/4a57ebb14315b251
Danny Roberts,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Batgerel Danaa,http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Mariya Agapova,http://ufcstats.com/fighter-details/a08ddd04eaffd81d
Thiago Santos,http://ufcstats.com/fighter-details/dea070ed4a2a8281
Alejandro Perez,http://ufcstats.com/fighter-details/80daefbed11ce998
Chris Daukaus,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Tafon Nchukwi,http://ufcstats.com/fighter-details/6aae253467e8f9ce
Gustavo Lopez,http://ufcstats.com/fighter-details/93b62c5f2ba18e51
Hannah Goldy,http://ufcstats.com/fighter-details/26e3f3928b1891d9
Derek Brunson,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Vinc Pichel,http://ufcstats.com/fighter-details/c77a953488e5607d
Austin Lingo,http://ufcstats.com/fighter-details/305d73ede05e31ad
Jessica Penne,http://ufcstats.com/fighter-details/c742287ed86a09bc
Jason Witt,http://ufcstats.com/fighter-details/5f3805dda9661cba
Chris Gruetzemacher,http://ufcstats.com/fighter-details/feaf00f3373435d6
Danny Chavez,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
Jinh Yu Frey,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
Zarrukh Adashev,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8
TJ Dillashaw,http://ufcstats.com/fighter-details/c849740a3ff51931
Raulian Paiva,http://ufcstats.com/fighter-details/82b4e942781b1046
Mickey Gall,http://ufcstats.com/fighter-details/9e50097a89442158
Sijara Eubanks,http://ufcstats.com/fighter-details/4234f0097c83fa62
Alan Baudot,http://ufcstats.com/fighter-details/c9a94278df042f46
Zhalgas Zhumagulov,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb
Timur Valiev,http://ufcstats.com/fighter-details/45e738622ea2c02c
Julia Avila,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Charles Rosa,http://ufcstats.com/fighter-details/40093d1d2d78394e
Damir Hadzovic,http://ufcstats.com/fighter-details/38c626ca912c7bac
Chan Sung Jung,http://ufcstats.com/fighter-details/c451d67c09c55418
Ricky Glenn,http://ufcstats.com/fighter-details/814ff3018127e8fc
Brad Riddell,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4
Steven Peterson,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0
Carlos Felipe,http://ufcstats.com/fighter-details/a2ea77e974c5889f
Kamuela Kirk,http://ufcstats.com/fighter-details/c7d7fda69ec410d3
Alan Patrick,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8
Jared Vanderaa,http://ufcstats.com/fighter-details/2b68d9f125d07b42
Ben Rothwell,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
David Dvorak,http://ufcstats.com/fighter-details/9ada30894bf04e19
Lando Vannata,http://ufcstats.com/fighter-details/f9b200db02b488d9
Jordan Wright,http://ufcstats.com/fighter-details/c878270af633eb11
Tucker Lutz,http://ufcstats.com/fighter-details/7832f2f62f04178f
Gregor Gillespie,http://ufcstats.com/fighter-details/84ff027394f7e470
Andreas Michailidis,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4
Felipe Colares,http://ufcstats.com/fighter-details/dbac0a413af64bbe
Uriah Hall,http://ufcstats.com/fighter-details/65578a75fa7900e3
Dwight Grant,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
Kazula Vargas,http://ufcstats.com/fighter-details/ec18eb918121787c
Luis Pena,http://ufcstats.com/fighter-details/2844b047183a1adb
Julian Marquez,http://ufcstats.com/fighter-details/d0e1b42d41dab603
John Makdessi,http://ufcstats.com/fighter-details/c21a036b4e012f1c
Jarjis Danho,http://ufcstats.com/fighter-details/8614b7134913f5d5
Impa Kasanganay,http://ufcstats.com/fighter-details/257b0c8d6f199895
Omar Morales,http://ufcstats.com/fighter-details/a0e6753c42698f13
Montserrat Conejo Ruiz,http://ufcstats.com/fighter-details/1235b31de15d0c6e
Aleksandar Rakic,http://ufcstats.com/fighter-details/333b9e5c723ac873
Askar Askarov,http://ufcstats.com/fighter-details/b1d19449397541dc
Trevin Jones,http://ufcstats.com/fighter-details/ec23c1be628d8057
Darrick Minner,http://ufcstats.com/fighter-details/34e516ab361afb1c
Danilo Marques,http://ufcstats.com/fighter-details/687c15b2eddfaa63
Devonte Smith,http://ufcstats.com/fighter-details/207773daeb4afa7b
Lara Procopio,http://ufcstats.com/fighter-details/e99821959a840bb8
Warlley Alves,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f
Ike Villanueva,http://ufcstats.com/fighter-details/f9d0cae37dabfafc
Omari Akhmedov,http://ufcstats.com/fighter-details/16690d100f995f8f
Dalcha Lungiambula,http://ufcstats.com/fighter-details/ce632027bf2a871b
Carlos Condit,http://ufcstats.com/fighter-details/f9f07bb5a43535ed
Alessio Di Chirico,http://ufcstats.com/fighter-details/77d7295d1b22c694
Ramazan Emeev,http://ufcstats.com/fighter-details/abd5fb12437eda21
Vanessa Melo,http://ufcstats.com/fighter-details/9b7dfb3b7d99926a
Anthony Pettis,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc
Deron Winn,http://ufcstats.com/fighter-details/483a953b18d73bb3
Gavin Tucker,http://ufcstats.com/fighter-details/da816417a579a0bd
Louis Smolka,http://ufcstats.com/fighter-details/d2bc285ead803db0
Miguel Baeza,http://ufcstats.com/fighter-details/82d4c957649faf9b
Anderson Dos Santos,http://ufcstats.com/fighter-details/bbc9ab95fa766493
Gina Mazany,http://ufcstats.com/fighter-details/016a8d958883167c
Alan Jouban,http://ufcstats.com/fighter-details/cf65d56b0755ed3b
Sasha Palatnikov,http://ufcstats.com/fighter-details/a6c20202c701e5ca
Ashley Yoder,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8
Kanako Murata,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0
Greg Hardy,http://ufcstats.com/fighter-details/85073dbd1be65ed9
Khabib Nurmagomedov,http://ufcstats.com/fighter-details/032cc3922d871c7f
Casey Kenney,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
James Krause,http://ufcstats.com/fighter-details/8f6a18831a120817
Tom Breese,http://ufcstats.com/fighter-details/1588b787bda7b540
Germaine de Randamie,http://ufcstats.com/fighter-details/1d239d571e342453
Luigi Vendramini,http://ufcstats.com/fighter-details/2f1a257d6777096d
Juan Espino,http://ufcstats.com/fighter-details/ccf5dc41417e9daf
Donald Cerrone,http://ufcstats.com/fighter-details/1d00756835ca67c9
Randy Costa,http://ufcstats.com/fighter-details/325ad0dd9126d3df
Andre Ewell,http://ufcstats.com/fighter-details/5f6f049d54728e88
Michelle Waterson-Gomez,http://ufcstats.com/fighter-details/eb04b9d31e938edb
Ottman Azaitar,http://ufcstats.com/fighter-details/ee18ff42063174df
Roxanne Modafferi,http://ufcstats.com/fighter-details/4498b382c65a7faa
Ed Herman,http://ufcstats.com/fighter-details/06f36cf4bd97ec77
Roosevelt Roberts,http://ufcstats.com/fighter-details/37c5366d18ed6c05
Sabina Mazo,http://ufcstats.com/fighter-details/70d2329a92864fdb
Alistair Overeem,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c
Hunter Azure,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Ricardo Lamas,http://ufcstats.com/fighter-details/3974fa35c917af1d
Mallory Martin,http://ufcstats.com/fighter-details/19b7738321cfae42
Frankie Edgar,http://ufcstats.com/fighter-details/f2688492b9a525a3
Mike Rodriguez,http://ufcstats.com/fighter-details/18b602842a24f7c5
Shana Dobson,http://ufcstats.com/fighter-details/122ac9b816d8b71c
Stipe Miocic,http://ufcstats.com/fighter-details/d28dee5c705991df
Livinha Souza,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Darren Stewart,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Andrew Sanchez,http://ufcstats.com/fighter-details/fccf811c1e8b01c7
Irwin Rivera,http://ufcstats.com/fighter-details/06a80a685ea98573
Mauricio Rua,http://ufcstats.com/fighter-details/140745cbbcb023ac
Fabricio Werdum,http://ufcstats.com/fighter-details/492b202d2064e7a9
Alex Oliveira,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a
Brett Johns,http://ufcstats.com/fighter-details/ec52462a1b41f714
Jimmie Rivera,http://ufcstats.com/fighter-details/9c907996820d2d69
Liana Jojua,http://ufcstats.com/fighter-details/eebc23626e38f5dc
Leonardo Santos,http://ufcstats.com/fighter-details/9c65736747ca92ec
Mike Perry,http://ufcstats.com/fighter-details/f2b6fdb20675b11c
Maurice Greene,http://ufcstats.com/fighter-details/068f8a189a47fea6
Takashi Sato,http://ufcstats.com/fighter-details/8abac218746e04ca
Khama Worthy,http://ufcstats.com/fighter-details/78e501478a36a018
Kay Hansen,http://ufcstats.com/fighter-details/4100c7a09497ad41
Justin Jaynes,http://ufcstats.com/fighter-details/304a21d0595e1a08
Cynthia Calvillo,http://ufcstats.com/fighter-details/98215d037be5bcb7
Jordan Espinosa,http://ufcstats.com/fighter-details/215a70f073a7b726
Christian Aguilera,http://ufcstats.com/fighter-details/ae071698e1a3ccd4
Ian Heinisch,http://ufcstats.com/fighter-details/2e585c701f72fe55
Maki Pitolo,http://ufcstats.com/fighter-details/c549573c0df4d676
Herbert Burns,http://ufcstats.com/fighter-details/4f140403000158b5
Claudia Gadelha,http://ufcstats.com/fighter-details/ec34349e7dffcde7
Henry Cejudo,http://ufcstats.com/fighter-details/056c493bbd76a918
Bea Malecki,http://ufcstats.com/fighter-details/b60c980f79b87ce8
Megan Anderson,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1
Jordan Griffin,http://ufcstats.com/fighter-details/ebef46976554f975
Spike Carlyle,http://ufcstats.com/fighter-details/be68b375707dcb85
Diego Sanchez,http://ufcstats.com/fighter-details/82e7929bf6c2b689
Brok Weaver,http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50
Ray Borg,http://ufcstats.com/fighter-details/a4de54ea806fb525
John Dodson,http://ufcstats.com/fighter-details/99506df1af6c8b3b
Scott Holtzman,http://ufcstats.com/fighter-details/df1eb4354d18a906
Domingo Pilarte,http://ufcstats.com/fighter-details/4bf6b225ff6099c4
Bevon Lewis,http://ufcstats.com/fighter-details/899923ff6ab13917
Justine Kish,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
Conor McGregor,http://ufcstats.com/fighter-details/f4c49976c75c5ab2
Aleksa Camur,http://ufcstats.com/fighter-details/c2a670b22d2e196f
Marlon Moraes,http://ufcstats.com/fighter-details/fea79f9bc8c68769
Jessica Eye,http://ufcstats.com/fighter-details/f72465a784c1b084
Aspen Ladd,http://ufcstats.com/fighter-details/d4691518d012b9e7
Zabit Magomedsharipov,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
Anthony Rocco Martin,http://ufcstats.com/fighter-details/5331b25a60417ffb
Shamil Gamzatov,http://ufcstats.com/fighter-details/0d980975001ae3d8
Rustam Khabilov,http://ufcstats.com/fighter-details/9b7694d064a8a0ad
Karl Roberson,http://ufcstats.com/fighter-details/37d5b176d438d2a5
David Zawada,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46
Jorge Masvidal,http://ufcstats.com/fighter-details/47b9e0e7703a4868
Darren Till,http://ufcstats.com/fighter-details/9ce6d5a03af801b7
Kevin Lee,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
Corey Anderson,http://ufcstats.com/fighter-details/5e4eec08896c9423
Lyman Good,http://ufcstats.com/fighter-details/4e0692ad070976e4
Demian Maia,http://ufcstats.com/fighter-details/427b5953ac8e3a27
Stevie Ray,http://ufcstats.com/fighter-details/31a13532e724ca2b
Raphael Pessoa,http://ufcstats.com/fighter-details/41f90012b86a11bf
Joe Lauzon,http://ufcstats.com/fighter-details/3bad7ef643840f67
Joanna Jedrzejczyk,http://ufcstats.com/fighter-details/3d6749c4267da18f
Dhiego Lima,http://ufcstats.com/fighter-details/e9213f53ddeca978
Yorgan De Castro,http://ufcstats.com/fighter-details/1eff7bc0f815b270
Callan Potter,http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb
Ji Yeon Kim,http://ufcstats.com/fighter-details/a20f234df70f2182
Khalid Taha,http://ufcstats.com/fighter-details/b4537562f88ac582
John Phillips,http://ufcstats.com/fighter-details/e9ac7bfb65c25497
Lina Lansberg,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Jose Quinonez,http://ufcstats.com/fighter-details/36549928f90f1d36
Sergio Pettis,http://ufcstats.com/fighter-details/de75d1c45a39e221
Bethe Correia,http://ufcstats.com/fighter-details/673ea7dcc786b1b3
Todd Duffee,http://ufcstats.com/fighter-details/bda04c573563cc2e
Tristan Connelly,http://ufcstats.com/fighter-details/2ebfbe72ed703925
Misha Cirkunov,http://ufcstats.com/fighter-details/67f272324a030d00
Paul Felder,http://ufcstats.com/fighter-details/e5010b1b94ca5755
Sarah Moras,http://ufcstats.com/fighter-details/539ed332b3078821
Don Madge,http://ufcstats.com/fighter-details/68c7ad953455c73f
Hannah Cifers,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b
Eduardo Garagorri,http://ufcstats.com/fighter-details/7bde387d50829adf
Enrique Barzola,http://ufcstats.com/fighter-details/be0b310a12eb80b4
Rogerio Bontorin,http://ufcstats.com/fighter-details/07a2bdaa0afdd831
Alex Da Silva,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
Claudio Silva,http://ufcstats.com/fighter-details/6f7c616b98e18c29
Miranda Granger,http://ufcstats.com/fighter-details/7559395ad833c074
Cristiane Justino,http://ufcstats.com/fighter-details/634bb0de2eb043b4
Erik Koch,http://ufcstats.com/fighter-details/99bd87a300079ed9
Walt Harris,http://ufcstats.com/fighter-details/03f982ca3735070c
Klidson Abreu,http://ufcstats.com/fighter-details/7279654c7674cd24
Urijah Faber,http://ufcstats.com/fighter-details/78114b7199cef90c
Brianna Fortino,http://ufcstats.com/fighter-details/b53c46f613f6f248
Benito Lopez,http://ufcstats.com/fighter-details/773f7feacf96153e
Chance Rencountre,http://ufcstats.com/fighter-details/1ddb480b601cefb1
Joseph Benavidez,http://ufcstats.com/fighter-details/80eacd4da0617c57
Tony Ferguson,http://ufcstats.com/fighter-details/22a92d7f62195791
Eddie Wineland,http://ufcstats.com/fighter-details/fc9a9559a05f2704
Daniel Teymur,http://ufcstats.com/fighter-details/fbf0537e420e698e
Frank Camacho,http://ufcstats.com/fighter-details/764342d39cdaa54a
Davi Ramos,http://ufcstats.com/fighter-details/0052de90691d4a93
Desmond Green,http://ufcstats.com/fighter-details/f046d724d2a84ac5
Laureano Staropoli,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
Nordine Taleb,http://ufcstats.com/fighter-details/49858bf46dabf6fb
Matt Sayles,http://ufcstats.com/fighter-details/5b8ba8f5512893b1
Arjan Bhullar,http://ufcstats.com/fighter-details/7e511f8d842a109d
Cole Smith,http://ufcstats.com/fighter-details/56709e66f1c6008f
Sultan Aliev,http://ufcstats.com/fighter-details/e70de1859b7ee78e
Alexander Yakovlev,http://ufcstats.com/fighter-details/d06f8869449ba7bd
Shamil Abdurakhimov,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4
Magomed Mustafaev,http://ufcstats.com/fighter-details/31d7446b184e3305
Poliana Botelho,http://ufcstats.com/fighter-details/5c126c6aac3ef364
Brandon Davis,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Kevin Aguilar,http://ufcstats.com/fighter-details/cf946e03ba2e7666
Jussier Formiga,http://ufcstats.com/fighter-details/b102c26727306ab6
Jack Marshman,http://ufcstats.com/fighter-details/045f25b3a4c08e81
Saparbeg Safarov,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f
Mike Grundy,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Junior Dos Santos,http://ufcstats.com/fighter-details/63def5a5662a6917
Alex White,http://ufcstats.com/fighter-details/c17041f1bb5768d8
Ben Askren,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
Stefan Struve,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Liz Carmouche,http://ufcstats.com/fighter-details/51a0c09cbe9b8472
Chris Fishgold,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
Kron Gracie,http://ufcstats.com/fighter-details/242d36d241b43c12
Manny Bermudez,http://ufcstats.com/fighter-details/2dc1bc1a02961656
Nik Lentz,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
Luke Sanders,http://ufcstats.com/fighter-details/96428b9e9bd048ea
Emily Whitmire,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb
Shane Young,http://ufcstats.com/fighter-details/4cd8b03aee1d0138
Markus Perez,http://ufcstats.com/fighter-details/2ac4628c08ec5125
Mara Romero Borella,http://ufcstats.com/fighter-details/82cbb809d5ee565c
Thiago Alves,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f
Geraldo de Freitas,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
Allen Crowder,http://ufcstats.com/fighter-details/a9d6e047ce48ab63
Paige VanZant,http://ufcstats.com/fighter-details/4d5197f331c47290
Dennis Bermudez,http://ufcstats.com/fighter-details/6f242453c91a5af0
Curtis Millender,http://ufcstats.com/fighter-details/f1928a52590c5532
Al Iaquinta,http://ufcstats.com/fighter-details/59279a7c978f7da0
Zak Ottow,http://ufcstats.com/fighter-details/47cd337b86b1af92
Juan Adams,http://ufcstats.com/fighter-details/83b00f7597e5ac83
Elias Theodorou,http://ufcstats.com/fighter-details/34f88592c0ab7a54
Justin Willis,http://ufcstats.com/fighter-details/ce1e867808ef5fce
Aleksei Kunchenko,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7
Wilson Reis,http://ufcstats.com/fighter-details/5aedf14771ca82d2
Keita Nakamura,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531
Leah Letson,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
Wu Yanan,http://ufcstats.com/fighter-details/fdbefee0827e1567
Rashad Coulter,http://ufcstats.com/fighter-details/d1528ac5675558b1
Pingyuan Liu,http://ufcstats.com/fighter-details/31bbd39c0a075d4e
Michel Prazeres,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93
Austin Arnett,http://ufcstats.com/fighter-details/bf0e700106d00e55
Jesus Pinedo,http://ufcstats.com/fighter-details/25af5e832f17b474
Nad Narimani,http://ufcstats.com/fighter-details/776a58a67665a171
Eric Shelton,http://ufcstats.com/fighter-details/a0c64f272b65d441
Mark De La Rosa,http://ufcstats.com/fighter-details/f57dd0bfa8c17813
Daniel Cormier,http://ufcstats.com/fighter-details/d967f0128c323de6
Jacare Souza,http://ufcstats.com/fighter-details/7a703c565ccaa18f
Jordan Rinaldi,http://ufcstats.com/fighter-details/c07efc18b231f170
Sheymon Moraes,http://ufcstats.com/fighter-details/0d62719b1dcf7c40
Andre Soukhamthath,http://ufcstats.com/fighter-details/d0e50a3d1b250708
Gian Villante,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc
Talita Bernardo,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
Rogerio Nogueira,http://ufcstats.com/fighter-details/73e09f837f3b5ecc
Sergio Moraes,http://ufcstats.com/fighter-details/1bcaac2d99b90fce
Thales Leites,http://ufcstats.com/fighter-details/cfb65863d5099327
Khalid Murtazaliev,http://ufcstats.com/fighter-details/231cae8b77fbbcc1
Mairbek Taisumov,http://ufcstats.com/fighter-details/8f5c8850b2484173
Jordan Johnson,http://ufcstats.com/fighter-details/99bcdf5eac39898f
Tyron Woodley,http://ufcstats.com/fighter-details/effd9de9937996f8
Jarred Brooks,http://ufcstats.com/fighter-details/81d9df19e255b8b6
Jordan Mein,http://ufcstats.com/fighter-details/2aa49b3766a59bcd
Dustin Ortiz,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08
Devin Powell,http://ufcstats.com/fighter-details/065eb44700e641a4
Abu Azaitar,http://ufcstats.com/fighter-details/46d0a888d87d91ac
Bartosz Fabinski,http://ufcstats.com/fighter-details/e17ac6410c8377f4
Darko Stosic,http://ufcstats.com/fighter-details/025f0b1b58fbad01
Sage Northcutt,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c
Chad Mendes,http://ufcstats.com/fighter-details/b5b684eac99ae0a3
Cat Zingano,http://ufcstats.com/fighter-details/3ecd936bd8814108
Jessica Aguilar,http://ufcstats.com/fighter-details/8f382b3baa954d2a
John Gunther,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3
Yuta Sasaki,http://ufcstats.com/fighter-details/7c3c48cf54a2848e
CM Punk,http://ufcstats.com/fighter-details/a8c9d16fe2a14d72
Mirsad Bektic,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Chris de la Rocha,http://ufcstats.com/fighter-details/e51ee8ded927fc51
Ben Saunders,http://ufcstats.com/fighter-details/484acc7b0f856ce9
Sam Alvey,http://ufcstats.com/fighter-details/d156513a19acf856
David Teymur,http://ufcstats.com/fighter-details/2747c60e42d9d75f
Jose Torres,http://ufcstats.com/fighter-details/d2036f31c035e0d1
Carlo Pedersoli Jr.,http://ufcstats.com/fighter-details/198994b47f395af0
Frankie Saenz,http://ufcstats.com/fighter-details/9ba2226646046b63
John Lineker,http://ufcstats.com/fighter-details/c268b2cfebccf652
Lyoto Machida,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
Cezar Ferreira,http://ufcstats.com/fighter-details/dbc17725b887860a
David Branch,http://ufcstats.com/fighter-details/d2c55d1d2e67773b
Ryan LaFlare,http://ufcstats.com/fighter-details/4c7781da8c6cae93
Siyar Bahadurzada,http://ufcstats.com/fighter-details/aec185309b4843d0
Antonio Carlos Junior,http://ufcstats.com/fighter-details/52e76bb4b3e852f3
John Moraga,http://ufcstats.com/fighter-details/92437c6775b3f7d1
Lauren Mueller,http://ufcstats.com/fighter-details/f923e012414c883e
Yushin Okami,http://ufcstats.com/fighter-details/acff437707625fc7
Adam Wieczorek,http://ufcstats.com/fighter-details/efa1f6b42c86793c
Olivier Aubin-Mercier,http://ufcstats.com/fighter-details/55ee431411ccf07a
Ashlee Evans-Smith,http://ufcstats.com/fighter-details/fc6e681bf6658faf
Tom Duquesnoy,http://ufcstats.com/fighter-details/e979c76341f19b22
Charles Byrd,http://ufcstats.com/fighter-details/76ee3d666c648f6b
Danny Henry,http://ufcstats.com/fighter-details/f7d73e452b064bf2
Kajan Johnson,http://ufcstats.com/fighter-details/633a45d131192ffe
Dmitry Sosnovskiy,http://ufcstats.com/fighter-details/85ff1b9471d35238
CB Dollaway,http://ufcstats.com/fighter-details/5d7bdab5e03e3216
Jeremy Stephens,http://ufcstats.com/fighter-details/18968f97ad34f15c
Marion Reneau,http://ufcstats.com/fighter-details/c7d297714d9ab1a4
James Vick,http://ufcstats.com/fighter-details/6256b2b1562cb8e1
Robert Sanchez,http://ufcstats.com/fighter-details/546f8599a63c29da
Oskar Piechota,http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e
Yoel Romero,http://ufcstats.com/fighter-details/f77c68bb4be8516d
Dong Hyun Ma,http://ufcstats.com/fighter-details/98a6b2361045898f
Ross Pearson,http://ufcstats.com/fighter-details/4f732e58ed907eff
Luke Jumeau,http://ufcstats.com/fighter-details/4c288a2b250bb576
Timothy Johnson,http://ufcstats.com/fighter-details/cc900af167fbedfd
Iuri Alcantara,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad
Kyle Bochniak,http://ufcstats.com/fighter-details/c5af5750e8bae4f0
Marco Polo Reyes,http://ufcstats.com/fighter-details/edd02825c29028fe
Mads Burnell,http://ufcstats.com/fighter-details/69f01b25dfabaf6b
Myles Jury,http://ufcstats.com/fighter-details/08e908ed6d18d6a0
Chad Laprise,http://ufcstats.com/fighter-details/c03a5022f8439f2a
Eddie Alvarez,http://ufcstats.com/fighter-details/33a331684283900f
Yancy Medeiros,http://ufcstats.com/fighter-details/813550bc53b15fb0
Felice Herrig,http://ufcstats.com/fighter-details/b6850671a008bf9a
Amanda Cooper,http://ufcstats.com/fighter-details/d4a31850a7457f1b
Nicco Montano,http://ufcstats.com/fighter-details/1de9ad94de18eeaf
DeAnna Bennett,http://ufcstats.com/fighter-details/404ecb2700844072
Ryan Janes,http://ufcstats.com/fighter-details/b59037262c8fe060
Rachael Ostovich,http://ufcstats.com/fighter-details/01784fbc27c68b14
Wang Guan,http://ufcstats.com/fighter-details/dd12382f28296f7b
Alex Garcia,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
Rolando Dy,http://ufcstats.com/fighter-details/55ed59d541f8b90c
Cyril Asker,http://ufcstats.com/fighter-details/9be6020024133293
Ryan Benoit,http://ufcstats.com/fighter-details/20999e27ddd94bda
Nadia Kassem,http://ufcstats.com/fighter-details/6e7506127408aa9e
Georges St-Pierre,http://ufcstats.com/fighter-details/6506c1d34da9c013
Mark Godbeer,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd
Marcelo Golm,http://ufcstats.com/fighter-details/ac29d508d78384c9
Marcin Held,http://ufcstats.com/fighter-details/bf43fed8f29e1671
Demetrious Johnson,http://ufcstats.com/fighter-details/8a304bfd6bf04a57
Gokhan Saki,http://ufcstats.com/fighter-details/4690d47bf725fd98
Teruto Ishihara,http://ufcstats.com/fighter-details/88cd34d836b4ebcd
Syuri Kondo,http://ufcstats.com/fighter-details/a851c35f58199231
Shinsho Anzai,http://ufcstats.com/fighter-details/4665f9f909cd7214
