fighter,fighter_url
Curtis Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440
Nazim Sadykhov,http://ufcstats.com/fighter-details/ff62013d2fce6d13
Muhammad Naimov,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7
JunYong Park,http://ufcstats.com/fighter-details/285ae0b4a68221f4
Daria Zhelezniakova,http://ufcstats.com/fighter-details/07047eb7d17fb0a2
Tagir Ulanbekov,http://ufcstats.com/fighter-details/f00ac08ab056af5d
Mohammed Usman,http://ufcstats.com/fighter-details/da7f113b5ea39c43
Kamaru Usman,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Rose Namajunas,http://ufcstats.com/fighter-details/47b63240018d5d86
Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83
Malcolm Wellmaker,http://ufcstats.com/fighter-details/2e45d08b3f2f02c8
Phil Rowe,http://ufcstats.com/fighter-details/8e382b585a92affe
Kayla Harrison,http://ufcstats.com/fighter-details/1af1170ed937cba7
Andreas Gustafsson,http://ufcstats.com/fighter-details/2caf993f53541fa1
JooSang Yoo,http://ufcstats.com/fighter-details/a44020ea2e8cd026
MarQuel Mederos,http://ufcstats.com/fighter-details/e2be0c1a9b886d92
Bolaji Oki,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d
Gabe Green,http://ufcstats.com/fighter-details/5eb50529a8418b77
Jared Gordon,http://ufcstats.com/fighter-details/7026eca45f65377b
HyunSung Park,http://ufcstats.com/fighter-details/b671bdf981ad527d
Tecia Pennington,http://ufcstats.com/fighter-details/31ef8b67e13495b3
Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f
Marc-Andre Barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Bekzat Almakhan,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1
Cory Sandhagen,http://ufcstats.com/fighter-details/65f09bacd3957381
Montel Jackson,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d
Serhiy Sidey,http://ufcstats.com/fighter-details/1a2bf44edb8055b6
Azamat Bekoev,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a
Quang Le,http://ufcstats.com/fighter-details/32feae6d9a1e5047
Juliana Miller,http://ufcstats.com/fighter-details/aa0c573da7119292
Zhang Mingyang,http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7
David Onama,http://ufcstats.com/fighter-details/ffe9703408fb5964
Randy Brown,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Matt Schnell,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Evan Elder,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
Chris Gutierrez,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Da'Mon Blackshear,http://ufcstats.com/fighter-details/da22387a0407a2dc
Paddy Pimblett,http://ufcstats.com/fighter-details/7826923b47f8d72a
Yair Rodriguez,http://ufcstats.com/fighter-details/cbf5e6f231b55443
Dan Ige,http://ufcstats.com/fighter-details/82a5152216251682
Chase Hooper,http://ufcstats.com/fighter-details/971246648e162f0d
Julian Erosa,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
Marco Tulio,http://ufcstats.com/fighter-details/9384e71bca6c409d
Nora Cornolle,http://ufcstats.com/fighter-details/f2b3f4ef3f780168
ChangHo Lee,http://ufcstats.com/fighter-details/117a06469813e4ef
Brad Tavares,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Torrez Finney,http://ufcstats.com/fighter-details/fbb60f24af5d5a02
Rhys McKee,http://ufcstats.com/fighter-details/f748267c4ab6c127
Loma Lookboonmee,http://ufcstats.com/fighter-details/4e30e4250cb08b61
Victor Henry,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8
Brandon Moreno,http://ufcstats.com/fighter-details/792be9a24df82ed6
Marcin Tybura,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
Shauna Bannon,http://ufcstats.com/fighter-details/9c442aaf149ea982
Caolan Loughran,http://ufcstats.com/fighter-details/42ac4020cba261ad
Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d
Chidi Njokuani,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef
Brendson Ribeiro,http://ufcstats.com/fighter-details/49edd0d90f60fb7d
Carlos Vera,http://ufcstats.com/fighter-details/07f959e6596307bb
Andre Lima,http://ufcstats.com/fighter-details/b1f21ce050035d58
Priscila Cachoeira,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
Magomed Ankalaev,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Ignacio Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Amanda Lemos,http://ufcstats.com/fighter-details/3df5493bb279226f
Ozzy Diaz,http://ufcstats.com/fighter-details/6967153c7edb4d87
Nasrat Haqparast,http://ufcstats.com/fighter-details/b7b84ccd221be298
Hyder Amil,http://ufcstats.com/fighter-details/41cc71cbf210e0fe
Chepe Mariscal,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90
Ramazan Temirov,http://ufcstats.com/fighter-details/7d0a1968b38ca439
Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808
Austin Vanderford,http://ufcstats.com/fighter-details/32c3ee378671a5d9
Jared Cannonier,http://ufcstats.com/fighter-details/13a0275fa13c4d26
Andre Petroski,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0
Dricus Du Plessis,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
Zhang Weili,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29
Gabriel Santos,http://ufcstats.com/fighter-details/f2f140ce7532e327
Shamil Gaziev,http://ufcstats.com/fighter-details/6747ccd6d1acd266
Bogdan Grad,http://ufcstats.com/fighter-details/fb37795db81f93f3
Jailton Almeida,http://ufcstats.com/fighter-details/41e83a89929d1327
Muin Gafurov,http://ufcstats.com/fighter-details/a54660deb6a8489c
Santiago Ponzinibbio,http://ufcstats.com/fighter-details/6d1bffff14897645
Cesar Almeida,http://ufcstats.com/fighter-details/64d47ef881a437a4
Felipe Bunes,http://ufcstats.com/fighter-details/53c10176e3bc7416
Thiago Moises,http://ufcstats.com/fighter-details/d945aae53e3e54e6
Ernesta Kareckaite,http://ufcstats.com/fighter-details/e4faa79383c9f214
Bruno Lopes,http://ufcstats.com/fighter-details/0abcf6bc47191219
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3
Sean Woodson,http://ufcstats.com/fighter-details/4682bc59d5f55145
Felipe Lima,http://ufcstats.com/fighter-details/9256f591b30c073e
Miranda Maverick,http://ufcstats.com/fighter-details/f29a6350c69f4a33
Shavkat Rakhmonov,http://ufcstats.com/fighter-details/01afe0916a40c7c5
Bryan Battle,http://ufcstats.com/fighter-details/f626118b6da0e020
Yan Xiaonan,http://ufcstats.com/fighter-details/c41d426cc7326d1b
DongHun Choi,http://ufcstats.com/fighter-details/3be16d817b36098b
Shi Ming,http://ufcstats.com/fighter-details/d683f4870742b273
Carlos Hernandez,http://ufcstats.com/fighter-details/798e48f9e7f6ba22
Xiao Long,http://ufcstats.com/fighter-details/86bace9e4ad85542
Nikolas Motta,http://ufcstats.com/fighter-details/37f560436d745c18
Jon Jones,http://ufcstats.com/fighter-details/07f72a2a7591b409
Viviane Araujo,http://ufcstats.com/fighter-details/36541f1e6c5d4955
Oban Elliott,http://ufcstats.com/fighter-details/6b56e94a59b7b134
Elizeu Zaleski dos Santos,http://ufcstats.com/fighter-details/8adcbd525fab8d9b
Melissa Mullins,http://ufcstats.com/fighter-details/bd532e9a2b93870c
Dustin Stoltzfus,http://ufcstats.com/fighter-details/71505842fb6455c3
Alexandr Romanov,http://ufcstats.com/fighter-details/c0badf3243907e59
Cody Gibson,http://ufcstats.com/fighter-details/700a674c042b7a96
Ibo Aslan,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
Geoff Neal,http://ufcstats.com/fighter-details/b997be68943010fc
Mateusz Rebecki,http://ufcstats.com/fighter-details/849c5d9979df5357
Cameron Smotherman,http://ufcstats.com/fighter-details/5c84f673b7bb7c15
Darren Elkins,http://ufcstats.com/fighter-details/92a9aa9c93192871
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c
Melissa Martinez,http://ufcstats.com/fighter-details/3f4c3bc822bea45d
Austen Lane,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe
Brandon Royval,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15
Themba Gorimbo,http://ufcstats.com/fighter-details/40f3cb27fc7305a1
Clayton Carpenter,http://ufcstats.com/fighter-details/b62d5280966b2460
Julianna Pena,http://ufcstats.com/fighter-details/3253b16d38ae087d
Court McGee,http://ufcstats.com/fighter-details/523fa774700d7d3f
Taylor Lapilus,http://ufcstats.com/fighter-details/8b1ed83b02303075
Daniel Barez,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Ronaldo Rodriguez,http://ufcstats.com/fighter-details/f2900678e98f6d6a
Yanal Ashmouz,http://ufcstats.com/fighter-details/c739c2995a275314
Isaac Dulgarian,http://ufcstats.com/fighter-details/a57cb948c4c70a47
Nathan Fletcher,http://ufcstats.com/fighter-details/a2d342ffc83913ed
Ryan Loder,http://ufcstats.com/fighter-details/d5bab53a1a603aac
Gerald Meerschaert,http://ufcstats.com/fighter-details/6ac9bc2953c47345
Viacheslav Borshchev,http://ufcstats.com/fighter-details/19c591115a58982c
Kai Kara-France,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
Dan Hooker,http://ufcstats.com/fighter-details/193b9d1858bc4df3
Jairzinho Rozenstruik,http://ufcstats.com/fighter-details/2cd428e9606856fd
Ricardo Ramos,http://ufcstats.com/fighter-details/1ae8f3c723aacff4
Song Kenan,http://ufcstats.com/fighter-details/32490e80ddab1e5a
Danny Barlow,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Toshiomi Kazama,http://ufcstats.com/fighter-details/148bb103cfbf123e
Guram Kutateladze,http://ufcstats.com/fighter-details/7772b283d288dbe2
Sedriques Dumas,http://ufcstats.com/fighter-details/4e6738062d469256
Belal Muhammad,http://ufcstats.com/fighter-details/b1b0729d27936f2f
Jake Hadley,http://ufcstats.com/fighter-details/60a42bf82447c919
Muhammad Mokaev,http://ufcstats.com/fighter-details/75353550928a7921
Mick Parkin,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71
Kurt Holobaugh,http://ufcstats.com/fighter-details/a7151778b3381036
Trey Ogden,http://ufcstats.com/fighter-details/cfc3e7bb44685289
Luana Carolina,http://ufcstats.com/fighter-details/528b071cf3da7c56
Abdul Razak Alhassan,http://ufcstats.com/fighter-details/eae431e70064e046
Macy Chiasson,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce
Magomed Gadzhiyasulov,http://ufcstats.com/fighter-details/6e344b71421103da
Miles Johns,http://ufcstats.com/fighter-details/46e0d677f91bacc0
Lucas Almeida,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41
Brady Hiestand,http://ufcstats.com/fighter-details/7af33fc4435017f1
Adam Fugitt,http://ufcstats.com/fighter-details/a01a62132460a98d
Nate Maness,http://ufcstats.com/fighter-details/6e9f40c706f91f32
Westin Wilson,http://ufcstats.com/fighter-details/7b3503352cd53abb
Josefine Knutsson,http://ufcstats.com/fighter-details/971dba22c622af12
Brad Katona,http://ufcstats.com/fighter-details/7b433309b0fd12aa
Montana De La Rosa,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Puja Tomar,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac
Niko Price,http://ufcstats.com/fighter-details/d8da10db80131bec
Bassil Hafez,http://ufcstats.com/fighter-details/f4d92416da98804b
Adrian Yanez,http://ufcstats.com/fighter-details/0232cabbc30a2372
Melissa Gatto,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
Ariane Carnelossi,http://ufcstats.com/fighter-details/c0d5c0c95c59050b
Alatengheili,http://ufcstats.com/fighter-details/1897b7b913736a7c
Vanessa Demopoulos,http://ufcstats.com/fighter-details/2c483cf443f38ece
Diego Ferreira,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
Trey Waters,http://ufcstats.com/fighter-details/31dbfbe4e7a6727c
Jose Aldo,http://ufcstats.com/fighter-details/d0f3959b4a9747e6
Anthony Smith,http://ufcstats.com/fighter-details/d4c9dcd330403612
Ismael Bonfim,http://ufcstats.com/fighter-details/eb393afdbe3293d5
Austin Hubbard,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed
Don'Tale Mayes,http://ufcstats.com/fighter-details/1a9480fc288e55d7
Ivana Petrovic,http://ufcstats.com/fighter-details/38c5817ade8a8014
Maheshate,http://ufcstats.com/fighter-details/8c1ca54b5089d199
Jessica Andrade,http://ufcstats.com/fighter-details/6a1901c62ab3870f
Damon Jackson,http://ufcstats.com/fighter-details/29af297d9f1de0f8
Charlie Campbell,http://ufcstats.com/fighter-details/b39f7a6c2be17ee8
Alex Morono,http://ufcstats.com/fighter-details/cdb96af67d096b1e
Lukasz Brzeski,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Victor Hugo,http://ufcstats.com/fighter-details/f264ba50b007f39e
Chris Weidman,http://ufcstats.com/fighter-details/3a8176e15b9887c1
Nate Landwehr,http://ufcstats.com/fighter-details/583ee11abddfc581
Julio Arce,http://ufcstats.com/fighter-details/1291edf2d566a71a
Dennis Buzukja,http://ufcstats.com/fighter-details/c4d039123e62f6a9
Karl Williams,http://ufcstats.com/fighter-details/d35f734c56a89103
Fernando Padilla,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560
Jarno Errens,http://ufcstats.com/fighter-details/082eba4cd80f736f
Ovince Saint Preux,http://ufcstats.com/fighter-details/50db8711c70196cd
Chad Anheliger,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
Dustin Poirier,http://ufcstats.com/fighter-details/029eaff01e6bb8f0
Kyler Phillips,http://ufcstats.com/fighter-details/60425d07ef4b91a7
Philipe Lins,http://ufcstats.com/fighter-details/53c943c873cffe90
Robelis Despaigne,http://ufcstats.com/fighter-details/140567899d98978a
Joanne Wood,http://ufcstats.com/fighter-details/12f91bfa8f1f723b
Loik Radzhabov,http://ufcstats.com/fighter-details/8c169fbe1ac33637
Brian Ortega,http://ufcstats.com/fighter-details/def8166ff24bd237
Daniel Zellhuber,http://ufcstats.com/fighter-details/4148802ae4a50768
Yazmin Jauregui,http://ufcstats.com/fighter-details/40cb680ae1cd331f
Felipe dos Santos,http://ufcstats.com/fighter-details/5cdf5339728f580d
Marcos Rogerio de Lima,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Jack Hermansson,http://ufcstats.com/fighter-details/0a1942069c9ad6b6
Ihor Potieria,http://ufcstats.com/fighter-details/260bd4cef10b033f
Marcin Prachnio,http://ufcstats.com/fighter-details/6370c1c1e12723d5
Max Griffin,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Aliaskhab Khizriev,http://ufcstats.com/fighter-details/7ab478c397cd68ef
Molly McCann,http://ufcstats.com/fighter-details/51018a31ddf31eb2
JeongYeong Lee,http://ufcstats.com/fighter-details/d008d785f6347dc2
Jamal Pogues,http://ufcstats.com/fighter-details/f41b9f5efc7162d6
Raquel Pennington,http://ufcstats.com/fighter-details/fc169c387b4b465d
Garrett Armfield,http://ufcstats.com/fighter-details/1effd880e1f1bb30
Ramon Taveras,http://ufcstats.com/fighter-details/c5ccd878231c5407
Jimmy Flick,http://ufcstats.com/fighter-details/09e62c450e754913
Preston Parsons,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0
Leon Edwards,http://ufcstats.com/fighter-details/f1fac969a1d70b08
Josh Emmett,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
Irene Aldana,http://ufcstats.com/fighter-details/578ef12674df1e6a
Ariane da Silva,http://ufcstats.com/fighter-details/6551c64fbcd1a467
Andre Muniz,http://ufcstats.com/fighter-details/886264a0c9f4ea5e
Kevin Jousset,http://ufcstats.com/fighter-details/dda15dbfafb792df
Miesha Tate,http://ufcstats.com/fighter-details/b96619b3acd7d9da
Jared Gooden,http://ufcstats.com/fighter-details/c730a0be691dc081
Amanda Ribas,http://ufcstats.com/fighter-details/beecb672a279223e
Jose Johnson,http://ufcstats.com/fighter-details/84f727cf0166d6f2
Jeka Saragih,http://ufcstats.com/fighter-details/57186c150c645200
Rodrigo Nascimento,http://ufcstats.com/fighter-details/d31a5546c0e9b213
Elves Brener,http://ufcstats.com/fighter-details/48a9a128784d53d1
Marc Diakiese,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Said Nurmagomedov,http://ufcstats.com/fighter-details/0fd5f4b838e890cc
Trevor Peek,http://ufcstats.com/fighter-details/0bc697c5936a2d0a
Mike Breeden,http://ufcstats.com/fighter-details/d80ee110748171ac
Viktoriia Dudakova,http://ufcstats.com/fighter-details/6c9b66b43663f2f7
Edson Barboza,http://ufcstats.com/fighter-details/64a50dad704d1d49
Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc
Tainara Lisboa,http://ufcstats.com/fighter-details/2c5f5749569eef66
Emily Ducote,http://ufcstats.com/fighter-details/02f8fedc18cbd26c
Bill Algeo,http://ufcstats.com/fighter-details/9abc648e76c4493a
Karolina Kowalkiewicz,http://ufcstats.com/fighter-details/d7c3816669784109
Marina Rodriguez,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
Dan Argueta,http://ufcstats.com/fighter-details/e4ba58725825412d
Tim Means,http://ufcstats.com/fighter-details/4b47e71384a9522f
Justin Tafa,http://ufcstats.com/fighter-details/e13abac8089a801a
Tyson Pedro,http://ufcstats.com/fighter-details/49e96ff8ab781589
Gabriel Miranda,http://ufcstats.com/fighter-details/b909a9a9688b5284
Ange Loosa,http://ufcstats.com/fighter-details/1497e735d9f2560a
Giga Chikadze,http://ufcstats.com/fighter-details/9560ff14eb3129f7
Billy Ray Goff,http://ufcstats.com/fighter-details/fa07345cc9db5cc9
SeungWoo Choi,http://ufcstats.com/fighter-details/a68575214ecad140
Marlon Vera,http://ufcstats.com/fighter-details/7c7332319c14094c
AJ Dobson,http://ufcstats.com/fighter-details/009c4420727149ea
Josh Fremd,http://ufcstats.com/fighter-details/ca43de99b07b6b40
Tanner Boser,http://ufcstats.com/fighter-details/04c8b08b16a5b99e
Carlston Harris,http://ufcstats.com/fighter-details/a53d30163304aa6e
Billy Quarantillo,http://ufcstats.com/fighter-details/aa171d55d4b5208f
CJ Vergara,http://ufcstats.com/fighter-details/077e3ace32b72be9
Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Jonny Parsons,http://ufcstats.com/fighter-details/2975297f505e9447
Makhmud Muradov,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
Holly Holm,http://ufcstats.com/fighter-details/634e2fb70bde3fd5
Francisco Prado,http://ufcstats.com/fighter-details/3920d0cc288f9b0d
Melsik Baghdasaryan,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Azat Maksum,http://ufcstats.com/fighter-details/7f1bf0c255ec8756
Alexander Munoz,http://ufcstats.com/fighter-details/f8f1ec513bcfef43
Robbie Lawler,http://ufcstats.com/fighter-details/f2925e6db404bf1d
Cameron Saaiman,http://ufcstats.com/fighter-details/3c8a5200436e19f3
Armen Petrosyan,http://ufcstats.com/fighter-details/369ea36e450ae62a
Kyung Ho Kang,http://ufcstats.com/fighter-details/a7897d200692ab64
Tereza Bleda,http://ufcstats.com/fighter-details/59c438c81fbf3ece
Amanda Nunes,http://ufcstats.com/fighter-details/80fa8218c99f9c58
Diana Belbita,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Amir Albazi,http://ufcstats.com/fighter-details/6d35bf94f7d30241
Alex Caceres,http://ufcstats.com/fighter-details/7aa3d6964eff4877
Gilbert Urbina,http://ufcstats.com/fighter-details/b12fb759e02378de
Matt Brown,http://ufcstats.com/fighter-details/31123249b0bbf52e
Douglas Silva de Andrade,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
Mandy Bohm,http://ufcstats.com/fighter-details/297a2b35444c245b
Matt Frevola,http://ufcstats.com/fighter-details/dccb63727f2f5f74
Parker Porter,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4
Claudio Ribeiro,http://ufcstats.com/fighter-details/972c456ff38b2015
Irina Alekseeva,http://ufcstats.com/fighter-details/103e2e33a60683e1
Bruno Silva,http://ufcstats.com/fighter-details/12ebd7d157e91701
Christos Giagos,http://ufcstats.com/fighter-details/de45aaae23dfa392
Pedro Munhoz,http://ufcstats.com/fighter-details/6bd02119599741a4
Zak Cummings,http://ufcstats.com/fighter-details/4ba8d454f762005d
Israel Adesanya,http://ufcstats.com/fighter-details/1338e2c7480bdf9e
Gilbert Burns,http://ufcstats.com/fighter-details/23024fdfc966410a
Luana Pinheiro,http://ufcstats.com/fighter-details/a3a542074109b347
Albert Duraev,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
Daniel Pineda,http://ufcstats.com/fighter-details/361d49960a196976
Lucas Alexander,http://ufcstats.com/fighter-details/11583163f45c7b31
Trevin Giles,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
Victor Altamirano,http://ufcstats.com/fighter-details/dc7927cd622676a7
Gunnar Nelson,http://ufcstats.com/fighter-details/fd55393021a8c255
Jennifer Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
Marvin Vettori,http://ufcstats.com/fighter-details/7acbb0972e75281a
Jack Shore,http://ufcstats.com/fighter-details/b8a85389d115e35a
Augusto Sakai,http://ufcstats.com/fighter-details/441eacbe20e0e80b
Joe Solecki,http://ufcstats.com/fighter-details/af65aa688d13eedf
Zac Pauga,http://ufcstats.com/fighter-details/56f7d7ee06be4aab
Mayra Bueno Silva,http://ufcstats.com/fighter-details/cc8c623cca88f54f
AJ Fletcher,http://ufcstats.com/fighter-details/725b1abc9a39d873
Josh Culibao,http://ufcstats.com/fighter-details/6751eacd16bd59bc
Kleydson Rodrigues,http://ufcstats.com/fighter-details/102a8fdf8cbf7467
Blake Bilder,http://ufcstats.com/fighter-details/5095b0920a3602aa
Devin Clark,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
Anshul Jubli,http://ufcstats.com/fighter-details/a72a2a769fa5a2be
Jamahal Hill,http://ufcstats.com/fighter-details/5444c5a201d3ee5a
Cody Stamann,http://ufcstats.com/fighter-details/bf7ad5628363eec9
Josiane Nunes,http://ufcstats.com/fighter-details/68d35296f566792b
Cory McKenna,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
Matthew Semelsberger,http://ufcstats.com/fighter-details/4aa58269d0664b5b
Sergey Morozov,http://ufcstats.com/fighter-details/2f6a993c7f547c13
TJ Brown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
Stephen Thompson,http://ufcstats.com/fighter-details/4a28cb716c19157a
Rafael Dos Anjos,http://ufcstats.com/fighter-details/6a2f7c151031653d
Matheus Nicolau,http://ufcstats.com/fighter-details/1a31ef98efce7a79
Clay Guida,http://ufcstats.com/fighter-details/c47df9303d318c67
Jonathan Pearce,http://ufcstats.com/fighter-details/87c0b1c696ddfb43
Natan Levy,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
Ricky Turcios,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
Michael Trizano,http://ufcstats.com/fighter-details/5bf31a46becc1204
Shayilan Nuerdanbieke,http://ufcstats.com/fighter-details/0a73acff6325c1e2
Polyana Viana,http://ufcstats.com/fighter-details/9673a497a9da119a
Johnny Munoz,http://ufcstats.com/fighter-details/f6bcbd91b114ff58
Tamires Vidal,http://ufcstats.com/fighter-details/4f3064faf17aa711
Abubakar Nurmagomedov,http://ufcstats.com/fighter-details/029e1293e609fd74
Raphael Assuncao,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Mana Martinez,http://ufcstats.com/fighter-details/c0386644627a7ee5
Pete Rodriguez,http://ufcstats.com/fighter-details/776d4262c4da38bf
Sodiq Yusuff,http://ufcstats.com/fighter-details/94426bb170c88115
Ilir Latifi,http://ufcstats.com/fighter-details/e9a3aeb207578eea
Guido Cannetti,http://ufcstats.com/fighter-details/d05412b513b19621
Nate Diaz,http://ufcstats.com/fighter-details/8355922d564b152c
Denis Tiuliulin,http://ufcstats.com/fighter-details/0112352cb32f5026
Chris Barnett,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Yohan Lainesse,http://ufcstats.com/fighter-details/f998f5c102250d6e
Stephanie Egger,http://ufcstats.com/fighter-details/5e6294b37bbef029
Lucie Pudilova,http://ufcstats.com/fighter-details/3cf66c62d9069f43
Nina Nunes,http://ufcstats.com/fighter-details/d343df8ba11f4c4e
Gabriel Benitez,http://ufcstats.com/fighter-details/436f970c9ea9169c
Tyson Nam,http://ufcstats.com/fighter-details/6e00cfffd54653c4
Josh Quinlan,http://ufcstats.com/fighter-details/876f478f796495f7
Nicolae Negumereanu,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Orion Cosce,http://ufcstats.com/fighter-details/2c010b26a3306969
Victoria Leonardo,http://ufcstats.com/fighter-details/9dedfdd91070ddd8
Li Jingliang,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Shane Burgos,http://ufcstats.com/fighter-details/98d961097baaf308
Lauren Murphy,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Chase Sherman,http://ufcstats.com/fighter-details/01b352b6a9074d5c
Antonina Shevchenko,http://ufcstats.com/fighter-details/d7338bcb141abd2c
Saidyokub Kakhramonov,http://ufcstats.com/fighter-details/50a28b9f8314e008
Bryan Barberena,http://ufcstats.com/fighter-details/a331233f597090a5
Josh Parisian,http://ufcstats.com/fighter-details/b5da8f7d05e85a55
Damir Ismagulov,http://ufcstats.com/fighter-details/135d124172a0bea3
Maria Oliveira,http://ufcstats.com/fighter-details/37d752ec41ed84bb
Phil Hawes,http://ufcstats.com/fighter-details/547afe1017e72dbe
Silvana Gomez Juarez,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
Tony Gravely,http://ufcstats.com/fighter-details/601964f9654f911a
Jeff Molina,http://ufcstats.com/fighter-details/008ea710276c9606
Joseph Holmes,http://ufcstats.com/fighter-details/8d20d76af3f213ce
Katlyn Cerminara,http://ufcstats.com/fighter-details/e872e9a9a902c045
Carla Esparza,http://ufcstats.com/fighter-details/d910665038efc639
Michael Chandler,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
Francisco Trinaldo,http://ufcstats.com/fighter-details/a8283a4f415e1eb9
Blagoy Ivanov,http://ufcstats.com/fighter-details/1788eee370f077b7
Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Journey Newson,http://ufcstats.com/fighter-details/78f485f851891d68
Andrei Arlovski,http://ufcstats.com/fighter-details/3738e68d2261e60f
Krzysztof Jotko,http://ufcstats.com/fighter-details/4e06913c91da5200
Francisco Figueiredo,http://ufcstats.com/fighter-details/cdadae5363b66eef
Shanna Young,http://ufcstats.com/fighter-details/568bbad0eaced57c
Claudio Puelles,http://ufcstats.com/fighter-details/d747eb273a40a920
Sergey Khandozhko,http://ufcstats.com/fighter-details/90da09db03e41748
Mike Jackson,http://ufcstats.com/fighter-details/0641c21bec209472
Mounir Lazzez,http://ufcstats.com/fighter-details/49ee5024966efc0d
Pannie Kianzad,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
Mark Madsen,http://ufcstats.com/fighter-details/da0995f19b749cfa
Aleksei Oleinik,http://ufcstats.com/fighter-details/98c23cb6da5b3352
Sara McMann,http://ufcstats.com/fighter-details/7be74a12d7352df2
Luis Saldana,http://ufcstats.com/fighter-details/12e0fdc606f7e274
Makwan Amirkhani,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
Colby Covington,http://ufcstats.com/fighter-details/dc9572dd6ec74859
