event_name,fighter_f1,fighter_f2,outcome_f1,outcome_f2,bout_type,title,method,round,tot_fight_time,last_rnd_time,set_rounds,r1_kd_f1,r1_kd_f2,r1_sig_str_f1,r1_sig_str_f2,r1_total_str_f1,r1_total_str_f2,r1_td_f1,r1_td_f2,r1_sub_att_f1,r1_sub_att_f2,r1_rev_f1,r1_rev_f2,r1_ctrl_f1,r1_ctrl_f2,r2_kd_f1,r2_kd_f2,r2_sig_str_f1,r2_sig_str_f2,r2_total_str_f1,r2_total_str_f2,r2_td_f1,r2_td_f2,r2_sub_att_f1,r2_sub_att_f2,r2_rev_f1,r2_rev_f2,r2_ctrl_f1,r2_ctrl_f2,r3_kd_f1,r3_kd_f2,r3_sig_str_f1,r3_sig_str_f2,r3_total_str_f1,r3_total_str_f2,r3_td_f1,r3_td_f2,r3_sub_att_f1,r3_sub_att_f2,r3_rev_f1,r3_rev_f2,r3_ctrl_f1,r3_ctrl_f2,sg_strk_r1_sig_str_f1,sg_strk_r1_sig_str_f2,sg_strk_r1_head_f1,sg_strk_r1_head_f2,sg_strk_r1_body_f1,sg_strk_r1_body_f2,sg_strk_r1_leg_f1,sg_strk_r1_leg_f2,sg_strk_r1_distance_f1,sg_strk_r1_distance_f2,sg_strk_r1_clinch_f1,sg_strk_r1_clinch_f2,sg_strk_r1_grf1,sg_strk_r1_grf2,sg_strk_r2_sig_str_f1,sg_strk_r2_sig_str_f2,sg_strk_r2_head_f1,sg_strk_r2_head_f2,sg_strk_r2_body_f1,sg_strk_r2_body_f2,sg_strk_r2_leg_f1,sg_strk_r2_leg_f2,sg_strk_r2_distance_f1,sg_strk_r2_distance_f2,sg_strk_r2_clinch_f1,sg_strk_r2_clinch_f2,sg_strk_r2_grf1,sg_strk_r2_grf2,sg_strk_r3_sig_str_f1,sg_strk_r3_sig_str_f2,sg_strk_r3_head_f1,sg_strk_r3_head_f2,sg_strk_r3_body_f1,sg_strk_r3_body_f2,sg_strk_r3_leg_f1,sg_strk_r3_leg_f2,sg_strk_r3_distance_f1,sg_strk_r3_distance_f2,sg_strk_r3_clinch_f1,sg_strk_r3_clinch_f2,sg_strk_r3_grf1,sg_strk_r3_grf2,r4_kd_f1,r4_kd_f2,r4_sig_str_f1,r4_sig_str_f2,r4_total_str_f1,r4_total_str_f2,r4_td_f1,r4_td_f2,r4_sub_att_f1,r4_sub_att_f2,r4_rev_f1,r4_rev_f2,r4_ctrl_f1,r4_ctrl_f2,sg_strk_r4_sig_str_f1,sg_strk_r4_sig_str_f2,sg_strk_r4_head_f1,sg_strk_r4_head_f2,sg_strk_r4_body_f1,sg_strk_r4_body_f2,sg_strk_r4_leg_f1,sg_strk_r4_leg_f2,sg_strk_r4_distance_f1,sg_strk_r4_distance_f2,sg_strk_r4_clinch_f1,sg_strk_r4_clinch_f2,sg_strk_r4_grf1,sg_strk_r4_grf2,r5_kd_f1,r5_kd_f2,r5_sig_str_f1,r5_sig_str_f2,r5_total_str_f1,r5_total_str_f2,r5_td_f1,r5_td_f2,r5_sub_att_f1,r5_sub_att_f2,r5_rev_f1,r5_rev_f2,r5_ctrl_f1,r5_ctrl_f2,sg_strk_r5_sig_str_f1,sg_strk_r5_sig_str_f2,sg_strk_r5_head_f1,sg_strk_r5_head_f2,sg_strk_r5_body_f1,sg_strk_r5_body_f2,sg_strk_r5_leg_f1,sg_strk_r5_leg_f2,sg_strk_r5_distance_f1,sg_strk_r5_distance_f2,sg_strk_r5_clinch_f1,sg_strk_r5_clinch_f2,sg_strk_r5_grf1,sg_strk_r5_grf2,event_date,Height_f1,Weight_f1,Reach_f1,STANCE_f1,DOB_f1,Height_f2,Weight_f2,Reach_f2,STANCE_f2,DOB_f2,age_at_fight_f1,age_at_fight_f2
UFC Fight Night: Hill vs. Rountree Jr.,Ismail Naurdiev,JunYong Park,0,1,Middleweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.49,0.33,0.5,0.3544303797468354,,,0,0,0,0,0,2,0.0,0.0,0.51,0.69,0.5555555555555556,0.7567567567567568,0.5,0.16,0.0,0.0,0.0,0.0,85.0,126.0,0.0,0.0,0.45,0.52,0.4545454545454545,0.5070422535211268,,0.5,0.0,1.0,0.0,0.0,0.0,271.0,0.49,0.33,0.4520547945205479,0.3378378378378378,0.5925925925925926,0.3333333333333333,0.6,,0.5,0.3428571428571428,0.4444444444444444,0.2857142857142857,,,0.51,0.69,0.3636363636363636,0.6923076923076923,0.7,,0.8,,0.5555555555555556,0.6923076923076923,0.5,,0.25,,0.45,0.52,0.3333333333333333,0.4666666666666667,1.0,0.75,,,0.4444444444444444,0.3846153846153846,0.5,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21,70,185.0,74,Orthodox,1996-08-18,70,185.0,73,Orthodox,1991-02-27,28,34
UFC Fight Night: Hill vs. Rountree Jr.,Daria Zhelezniakova,Melissa Mullins,1,0,Women's Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.46,0.38,0.4693877551020408,0.4285714285714285,,0.5,0,0,0,0,0,42,0.0,0.0,0.53,0.5,0.5384615384615384,0.5434782608695652,,1.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.31,0.45,0.3384615384615385,0.4523809523809524,,0.33,0.0,0.0,0.0,0.0,0.0,65.0,0.46,0.38,0.4567901234567901,0.3333333333333333,0.5,1.0,,1.0,0.4623655913978494,0.3880597014925373,0.5,,,0.0,0.53,0.5,0.4222222222222222,0.4242424242424242,0.8,1.0,,0.75,0.5384615384615384,0.5,,,,,0.31,0.45,0.2391304347826087,0.2857142857142857,0.5294117647058824,0.75,,1.0,0.3225806451612903,0.4054054054054054,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21,69,135.0,68,Orthodox,1996-01-23,67,135.0,68,Orthodox,1991-07-23,29,33
UFC Fight Night: Hill vs. Rountree Jr.,Irina Alekseeva,Klaudia Sygula,0,1,Women's Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.38,0.62,0.3804347826086957,0.6235294117647059,,,0,0,0,0,0,0,0.0,0.0,0.27,0.46,0.2714285714285714,0.4603174603174603,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.57,0.5263157894736842,0.74,,1.0,0.0,0.0,0.0,0.0,103.0,135.0,0.38,0.62,0.303030303030303,0.5645161290322581,0.4705882352941176,0.6153846153846154,0.7777777777777778,1.0,0.3820224719101123,0.6265060240963856,0.3333333333333333,0.5,,,0.27,0.46,0.2444444444444444,0.3333333333333333,0.4444444444444444,0.7,0.25,0.875,0.2714285714285714,0.4603174603174603,,,,,0.56,0.57,0.4,0.5,0.8,0.8571428571428571,1.0,,0.4545454545454545,0.48,0.8,1.0,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21,68,135.0,67,Orthodox,1990-06-27,68,135.0,69,Orthodox,1998-12-30,35,26
UFC Fight Night: Hill vs. Rountree Jr.,Tagir Ulanbekov,Azat Maksum,1,0,Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.51,0.38,0.5476190476190477,0.3829787234042553,0.0,,0,0,0,0,71,0,0.0,0.0,0.58,0.36,0.5833333333333334,0.4,0.0,0.33,1.0,0.0,0.0,0.0,88.0,46.0,0.0,0.0,0.63,0.41,0.6136363636363636,0.48,0.0,0.5,0.0,0.0,0.0,0.0,63.0,10.0,0.51,0.38,0.46875,0.2647058823529412,1.0,0.6363636363636364,0.0,1.0,0.5135135135135135,0.3488372093023256,,0.75,,,0.58,0.36,0.5641025641025641,0.3181818181818182,0.6666666666666666,0.625,1.0,,0.5609756097560976,0.34,1.0,1.0,,,0.63,0.41,0.5757575757575758,0.3469387755102041,1.0,0.7272727272727273,,,0.5555555555555556,0.325,0.8181818181818182,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21,67,125.0,70,Southpaw,1991-08-07,67,125.0,70,Southpaw,1995-02-02,33,30
UFC Fight Night: Hill vs. Rountree Jr.,Hamdy Abdelwahab,Mohammed Usman,0,1,Heavyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.5,0.19,0.5,0.1956521739130435,,,0,0,0,0,0,0,0.0,0.0,0.53,0.53,0.525,0.5370370370370371,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.34,0.6,0.3461538461538461,0.6075949367088608,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.19,0.4090909090909091,0.1904761904761904,0.5,0.3333333333333333,0.75,0.0,0.5,0.1956521739130435,,,,,0.53,0.53,0.4193548387096774,0.4705882352941176,1.0,0.631578947368421,1.0,1.0,0.5384615384615384,0.5370370370370371,,,,,0.34,0.6,0.2727272727272727,0.425531914893617,0.6666666666666666,0.875,1.0,,0.3461538461538461,0.6075949367088608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21,74,265.0,72,Southpaw,1993-01-22,74,239.0,79,Orthodox,1989-04-01,32,36
UFC Fight Night: Usman vs. Buckley,Kamaru Usman,Joaquin Buckley,1,0,Welterweight Bout,0,Decision - Unanimous,5,1500,300,5,0,0,0.63,0.0,0.6721311475409836,0.2,1.0,,0,0,0,0,265,0,0.0,0.0,0.47,0.17,0.5409836065573771,0.1764705882352941,0.5,,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.38,0.28,0.5892857142857143,0.3421052631578947,1.0,,0.0,0.0,0.0,0.0,155.0,0.0,0.63,0.0,0.6363636363636364,0.0,,,,,0.0,0.0,,,0.7777777777777778,,0.47,0.17,0.375,0.1428571428571428,0.8,0.3333333333333333,,,0.3333333333333333,0.1764705882352941,,,0.6666666666666666,,0.38,0.28,0.3157894736842105,0.1724137931034483,1.0,0.75,,1.0,0.2857142857142857,0.2857142857142857,,,0.5714285714285714,,0.0,0.0,0.3,0.32,0.5128205128205128,0.3235294117647059,0.33,,0.0,0.0,0.0,0.0,138.0,0.0,0.3,0.32,0.2222222222222222,0.2068965517241379,1.0,1.0,,1.0,0.2941176470588235,0.28125,0.5,1.0,0.0,,0.0,0.0,0.38,0.34,0.3846153846153846,0.3709677419354839,0.0,,0.0,0.0,0.0,0.0,31.0,0.0,0.38,0.34,0.4,0.2962962962962963,0.0,1.0,,,0.375,0.3392857142857143,0.5,0.5,,,2025-06-14,72,185.0,76,Switch,1987-05-11,70,170.0,76,Southpaw,1994-04-27,38,31
UFC Fight Night: Usman vs. Buckley,Rose Namajunas,Miranda Maverick,1,0,Women's Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.28,0.34,0.3,0.3448275862068966,0.0,,0,0,0,0,15,0,0.0,0.0,0.29,0.35,0.3461538461538461,0.6666666666666666,1.0,,0.0,1.0,0.0,1.0,185.0,45.0,1.0,0.0,0.3,0.0,0.59375,0.5882352941176471,,0.0,0.0,0.0,0.0,0.0,193.0,63.0,0.28,0.34,0.3,0.2340425531914893,0.25,0.8,0.0,0.8333333333333334,0.2758620689655172,0.3508771929824561,1.0,0.0,,,0.29,0.35,0.3125,0.25,0.0,1.0,,1.0,0.2941176470588235,0.3571428571428571,,,,,0.3,0.0,0.2222222222222222,0.0,1.0,,,,0.25,0.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,65,125.0,65,Orthodox,1992-06-29,63,125.0,65,Southpaw,1997-07-01,32,27
UFC Fight Night: Usman vs. Buckley,Edmen Shahbazyan,Andre Petroski,1,0,Middleweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.36,0.48,0.3658536585365853,0.4814814814814814,0.0,0.0,0,0,0,0,0,4,0.0,0.0,0.36,0.35,0.36,0.3529411764705882,,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.44,0.39,0.4901960784313725,0.391304347826087,,0.5,0.0,0.0,0.0,0.0,15.0,4.0,0.36,0.48,0.4,0.3846153846153846,0.25,0.6666666666666666,0.3333333333333333,0.5,0.3658536585365853,0.4615384615384615,,1.0,,,0.36,0.35,0.2702702702702703,0.2916666666666667,0.7777777777777778,0.7142857142857143,0.25,0.0,0.36,0.3529411764705882,,,,,0.44,0.39,0.4166666666666667,0.2,0.3333333333333333,1.0,1.0,0.5,0.4473684210526316,0.4090909090909091,,0.0,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,74,185.0,74,Orthodox,1997-11-20,72,185.0,73,Switch,1991-06-12,27,34
UFC Fight Night: Usman vs. Buckley,Cody Garbrandt,Raoni Barcelos,0,1,Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.22,0.31,0.2272727272727272,0.3809523809523809,0.0,0.2,0,0,0,0,11,16,0.0,0.0,0.22,0.42,0.4,0.4473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.0,0.52,0.51,0.65625,0.5294117647058824,0.0,0.0,0.0,0.0,1.0,0.0,33.0,99.0,0.22,0.31,0.238095238095238,0.3333333333333333,0.0,0.0,,0.5,0.1904761904761904,0.2352941176470588,1.0,1.0,,,0.22,0.42,0.1666666666666666,0.4242424242424242,0.5,0.0,1.0,1.0,0.1666666666666666,0.4642857142857143,0.6666666666666666,0.2857142857142857,,,0.52,0.51,0.4736842105263157,0.4444444444444444,0.6666666666666666,,1.0,1.0,0.5,0.5161290322580645,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,68,135.0,65,Orthodox,1991-07-07,67,135.0,67,Orthodox,1987-05-01,33,38
UFC Fight Night: Usman vs. Buckley,Mansur Abdul-Malik,Cody Brundage,3,3,Middleweight Bout,0,Overturned,3,636,36,3,0,0,0.26,0.52,0.2666666666666666,0.5238095238095238,,,0,0,0,0,0,0,0.0,0.0,0.35,0.32,0.3571428571428571,0.3225806451612903,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.6,0.3666666666666666,0.6,,,0.0,0.0,0.0,0.0,7.0,1.0,0.26,0.52,0.2,0.4166666666666667,0.0,0.25,1.0,1.0,0.2666666666666666,0.5238095238095238,,,,,0.35,0.32,0.2777777777777778,0.1818181818181818,0.2857142857142857,0.25,1.0,1.0,0.3571428571428571,0.3225806451612903,,,,,0.36,0.6,0.3703703703703703,0.6,0.3333333333333333,,,,0.2352941176470588,0.5714285714285714,,1.0,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,74,185.0,80,Orthodox,1997-10-07,72,185.0,72,Orthodox,1994-05-16,27,31
UFC Fight Night: Usman vs. Buckley,Alonzo Menifield,Oumar Sy,1,0,Light Heavyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.23,0.39,0.2352941176470588,0.3902439024390244,,,0,0,0,0,0,0,0.0,0.0,0.33,0.41,0.6363636363636364,0.5333333333333333,,0.25,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.41,0.3,0.4130434782608695,0.3023255813953488,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.39,0.1612903225806451,0.2222222222222222,1.0,0.625,1.0,0.8333333333333334,0.2352941176470588,0.3902439024390244,,,,,0.33,0.41,0.2,0.2857142857142857,,0.5,1.0,1.0,0.3333333333333333,0.4166666666666667,,,,,0.41,0.3,0.3142857142857143,0.2285714285714285,0.6666666666666666,0.6666666666666666,0.8,0.6,0.4130434782608695,0.3023255813953488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,72,205.0,76,Orthodox,1987-10-18,76,205.0,83,Orthodox,1995-11-21,37,29
UFC Fight Night: Usman vs. Buckley,Paul Craig,Rodolfo Bellato,2,2,Light Heavyweight Bout,0,Could Not Continue,1,299,299,3,0,0,0.62,0.5,0.7692307692307693,0.5925925925925926,0.0,1.0,0,0,0,0,34,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.5,0.4375,0.1818181818181818,0.9090909090909092,1.0,,0.8571428571428571,0.6086956521739131,0.5294117647058824,0.6666666666666666,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,75,205.0,76,Orthodox,1987-11-27,75,205.0,75,Orthodox,1996-02-05,37,29
UFC Fight Night: Usman vs. Buckley,Michael Chiesa,Court McGee,1,0,Welterweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.33,0.24,0.3333333333333333,0.2619047619047619,,0.0,0,0,0,0,0,0,0.0,0.0,0.42,0.29,0.4310344827586206,0.3225806451612903,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.56,0.26,0.6212121212121212,0.3703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,71.0,45.0,0.33,0.24,0.3658536585365853,0.074074074074074,0.0,0.6666666666666666,,0.4,0.3488372093023256,0.2307692307692307,0.0,0.5,,,0.42,0.29,0.3773584905660377,0.1025641025641025,1.0,0.4444444444444444,,0.9,0.3962264150943396,0.2857142857142857,0.75,0.5,,,0.56,0.26,0.3529411764705882,0.1034482758620689,0.875,0.5454545454545454,,0.5,0.4444444444444444,0.2444444444444444,0.7727272727272727,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,73,170.0,75,Southpaw,1987-12-07,71,170.0,75,Orthodox,1984-12-12,37,40
UFC Fight Night: Usman vs. Buckley,Malcolm Wellmaker,Kris Moutinho,1,0,Bantamweight Bout,0,KO/TKO,1,157,157,3,1,0,0.64,0.22,0.6410256410256411,0.25,,0.0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.22,0.4782608695652174,0.1304347826086956,0.9,0.5,0.8333333333333334,1.0,0.6111111111111112,0.2307692307692307,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,70,135.0,71,Switch,1994-06-04,67,135.0,68,Southpaw,1992-08-09,31,32
UFC Fight Night: Usman vs. Buckley,Cody Durden,Jose Ochoa,0,1,Flyweight Bout,0,KO/TKO,2,311,11,3,0,0,0.23,0.34,0.2666666666666666,0.4653465346534653,0.5,,0,0,0,0,102,9,0.0,1.0,0.0,0.83,0.0,0.8333333333333334,,,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,0.23,0.34,0.1875,0.3611111111111111,0.25,0.25,0.6666666666666666,0.5555555555555556,0.2285714285714285,0.3235294117647059,0.0,0.6,0.3333333333333333,,0.0,0.83,0.0,0.8333333333333334,,,,,0.0,0.6666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,67,125.0,67,Southpaw,1991-03-29,67,125.0,67,Southpaw,2000-12-31,34,24
UFC Fight Night: Usman vs. Buckley,Ricky Simon,Cameron Smotherman,1,0,Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.53,0.16,0.7037037037037037,0.375,0.5,,0,0,0,0,267,0,0.0,0.0,0.51,0.29,0.5405405405405406,0.3157894736842105,1.0,,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.36,0.3,0.3666666666666666,0.3103448275862069,0.14,,0.0,0.0,0.0,0.0,110.0,2.0,0.53,0.16,0.4545454545454545,0.0,,,1.0,1.0,0.5714285714285714,0.1666666666666666,1.0,,0.0,,0.51,0.29,0.3478260869565217,0.2571428571428571,1.0,1.0,1.0,,0.5,0.2777777777777778,,1.0,0.6666666666666666,,0.36,0.3,0.3214285714285714,0.2857142857142857,1.0,0.4285714285714285,1.0,,0.3703703703703703,0.2692307692307692,0.3333333333333333,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,66,135.0,69,Orthodox,1992-08-31,69,135.0,69,Orthodox,1997-09-17,32,27
UFC Fight Night: Usman vs. Buckley,Phil Rowe,Ange Loosa,1,0,Welterweight Bout,0,KO/TKO,3,843,243,3,0,0,0.66,0.65,0.8,0.7945205479452054,,0.5,0,0,0,0,0,238,0.0,1.0,0.4,0.61,0.4646464646464646,0.6914893617021277,,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.62,0.53,0.6282051282051282,0.5384615384615384,,1.0,0.0,0.0,0.0,0.0,10.0,60.0,0.66,0.65,1.0,0.6,,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5333333333333333,,,,0.875,0.4,0.61,0.3766233766233766,0.425531914893617,0.6666666666666666,1.0,0.5,1.0,0.382716049382716,0.5714285714285714,0.75,0.8333333333333334,,0.5,0.62,0.53,0.6056338028169014,0.4285714285714285,0.8333333333333334,0.5,1.0,0.75,0.6129032258064516,0.5384615384615384,0.7333333333333333,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,75,170.0,80,Orthodox,1990-07-18,70,170.0,74,Orthodox,1993-03-18,34,32
UFC Fight Night: Usman vs. Buckley,Jamey-Lyn Horth,Vanessa Demopoulos,1,0,Women's Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.61,0.12,0.6206896551724138,0.1707317073170731,1.0,,0,0,0,0,44,12,0.0,0.0,0.55,0.38,0.5645161290322581,0.4181818181818181,,0.0,0.0,0.0,0.0,0.0,15.0,39.0,0.0,0.0,0.66,0.39,0.6984126984126984,0.4,0.5,0.0,0.0,0.0,0.0,0.0,95.0,16.0,0.61,0.12,0.5116279069767442,0.0,0.8888888888888888,0.625,1.0,0.0,0.6,0.1142857142857142,1.0,0.25,,,0.55,0.38,0.4888888888888889,0.2121212121212121,0.6363636363636364,0.6428571428571429,1.0,0.8,0.5454545454545454,0.3333333333333333,0.6,0.7142857142857143,,,0.66,0.39,0.5714285714285714,0.3333333333333333,0.8181818181818182,0.75,1.0,,0.627906976744186,0.4074074074074074,0.75,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,67,125.0,66,Orthodox,1990-03-30,62,125.0,59,Orthodox,1988-09-22,35,36
UFC 316: Dvalishvili vs. O'Malley 2,Merab Dvalishvili,Sean O'Malley,1,0,UFC Bantamweight Title Bout,1,Submission,3,882,282,5,0,0,0.45,0.52,0.6666666666666666,0.5925925925925926,0.5,,0,0,0,0,114,0,0.0,0.0,0.36,0.57,0.375,0.5757575757575758,0.0,,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.8,0.0,0.8734177215189873,0.6,0.75,,1.0,0.0,0.0,0.0,258.0,0.0,0.45,0.52,0.3333333333333333,0.3333333333333333,1.0,0.8571428571428571,,1.0,0.3333333333333333,0.5,1.0,1.0,0.7142857142857143,,0.36,0.57,0.3333333333333333,0.4736842105263157,0.5,0.75,0.5714285714285714,0.5,0.3448275862068966,0.5757575757575758,0.6,,,,0.8,0.0,0.625,0.0,1.0,,1.0,,0.0,0.0,1.0,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-07,66,135.0,68,Orthodox,1991-01-10,71,135.0,72,Switch,1994-10-24,34,30
UFC 316: Dvalishvili vs. O'Malley 2,Julianna Pena,Kayla Harrison,0,1,UFC Women's Bantamweight Title Bout,1,Submission,2,595,295,5,0,0,0.35,0.33,0.45,0.5853658536585366,,0.5,0,0,0,0,0,155,0.0,0.0,0.23,0.73,0.3529411764705882,0.7446808510638298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,210.0,,,,,,,,,,,,,,,0.35,0.33,0.3125,0.25,1.0,1.0,,0.6666666666666666,0.1538461538461538,0.238095238095238,,,1.0,1.0,0.23,0.73,0.2307692307692307,0.631578947368421,,0.8888888888888888,,1.0,0.2307692307692307,0.6666666666666666,,0.8571428571428571,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-07,66,135.0,69,Orthodox,1989-08-19,68,135.0,66,Southpaw,1990-07-02,35,34
UFC 316: Dvalishvili vs. O'Malley 2,Kelvin Gastelum,Joe Pyfer,0,1,Middleweight Bout,0,Decision - Unanimous,3,900,300,3,0,2,0.4,0.53,0.4,0.55,,,0,0,0,0,0,16,0.0,0.0,0.22,0.42,0.22,0.425,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.54,0.5,0.5428571428571428,0.0,0.5,0.0,0.0,0.0,0.0,27.0,15.0,0.4,0.53,0.2142857142857142,0.4848484848484848,0.6666666666666666,0.8333333333333334,1.0,,0.4,0.5483870967741935,,1.0,,0.4285714285714285,0.22,0.42,0.0588235294117647,0.3428571428571428,0.6,1.0,0.5,1.0,0.22,0.425,,,,,0.48,0.54,0.3809523809523809,0.5161290322580645,0.75,0.75,0.75,,0.4642857142857143,0.5151515151515151,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-07,69,185.0,71,Southpaw,1991-10-24,74,185.0,75,Orthodox,1996-09-17,33,28
UFC 316: Dvalishvili vs. O'Malley 2,Mario Bautista,Patchy Mix,1,0,Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.47,0.48,0.4725274725274725,0.4864864864864865,,,0,0,0,0,0,0,0.0,0.0,0.63,0.53,0.6310679611650486,0.5315315315315315,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.22,0.6018518518518519,0.226890756302521,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.48,0.3,0.3793103448275862,0.75,0.7142857142857143,1.0,1.0,0.4725274725274725,0.4794520547945205,,1.0,,,0.63,0.53,0.5384615384615384,0.5104166666666666,0.9523809523809524,0.5555555555555556,0.75,0.8333333333333334,0.6274509803921569,0.5185185185185185,1.0,1.0,,,0.6,0.22,0.4615384615384615,0.1891891891891892,0.9523809523809524,0.6666666666666666,1.0,1.0,0.6018518518518519,0.2288135593220339,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-07,69,135.0,69,Switch,1993-07-01,71,135.0,70,Southpaw,1993-08-16,31,31
