event_name,fighter_f1,fighter_f2,outcome_f1,outcome_f2,bout_type,title,method,round,tot_fight_time,last_rnd_time,set_rounds,r1_kd_f1,r1_kd_f2,r1_sig_str_f1,r1_sig_str_f2,r1_total_str_f1,r1_total_str_f2,r1_td_f1,r1_td_f2,r1_sub_att_f1,r1_sub_att_f2,r1_rev_f1,r1_rev_f2,r1_ctrl_f1,r1_ctrl_f2,r2_kd_f1,r2_kd_f2,r2_sig_str_f1,r2_sig_str_f2,r2_total_str_f1,r2_total_str_f2,r2_td_f1,r2_td_f2,r2_sub_att_f1,r2_sub_att_f2,r2_rev_f1,r2_rev_f2,r2_ctrl_f1,r2_ctrl_f2,r3_kd_f1,r3_kd_f2,r3_sig_str_f1,r3_sig_str_f2,r3_total_str_f1,r3_total_str_f2,r3_td_f1,r3_td_f2,r3_sub_att_f1,r3_sub_att_f2,r3_rev_f1,r3_rev_f2,r3_ctrl_f1,r3_ctrl_f2,sg_strk_r1_sig_str_f1,sg_strk_r1_sig_str_f2,sg_strk_r1_head_f1,sg_strk_r1_head_f2,sg_strk_r1_body_f1,sg_strk_r1_body_f2,sg_strk_r1_leg_f1,sg_strk_r1_leg_f2,sg_strk_r1_distance_f1,sg_strk_r1_distance_f2,sg_strk_r1_clinch_f1,sg_strk_r1_clinch_f2,sg_strk_r1_grf1,sg_strk_r1_grf2,sg_strk_r2_sig_str_f1,sg_strk_r2_sig_str_f2,sg_strk_r2_head_f1,sg_strk_r2_head_f2,sg_strk_r2_body_f1,sg_strk_r2_body_f2,sg_strk_r2_leg_f1,sg_strk_r2_leg_f2,sg_strk_r2_distance_f1,sg_strk_r2_distance_f2,sg_strk_r2_clinch_f1,sg_strk_r2_clinch_f2,sg_strk_r2_grf1,sg_strk_r2_grf2,sg_strk_r3_sig_str_f1,sg_strk_r3_sig_str_f2,sg_strk_r3_head_f1,sg_strk_r3_head_f2,sg_strk_r3_body_f1,sg_strk_r3_body_f2,sg_strk_r3_leg_f1,sg_strk_r3_leg_f2,sg_strk_r3_distance_f1,sg_strk_r3_distance_f2,sg_strk_r3_clinch_f1,sg_strk_r3_clinch_f2,sg_strk_r3_grf1,sg_strk_r3_grf2,r4_kd_f1,r4_kd_f2,r4_sig_str_f1,r4_sig_str_f2,r4_total_str_f1,r4_total_str_f2,r4_td_f1,r4_td_f2,r4_sub_att_f1,r4_sub_att_f2,r4_rev_f1,r4_rev_f2,r4_ctrl_f1,r4_ctrl_f2,sg_strk_r4_sig_str_f1,sg_strk_r4_sig_str_f2,sg_strk_r4_head_f1,sg_strk_r4_head_f2,sg_strk_r4_body_f1,sg_strk_r4_body_f2,sg_strk_r4_leg_f1,sg_strk_r4_leg_f2,sg_strk_r4_distance_f1,sg_strk_r4_distance_f2,sg_strk_r4_clinch_f1,sg_strk_r4_clinch_f2,sg_strk_r4_grf1,sg_strk_r4_grf2,r5_kd_f1,r5_kd_f2,r5_sig_str_f1,r5_sig_str_f2,r5_total_str_f1,r5_total_str_f2,r5_td_f1,r5_td_f2,r5_sub_att_f1,r5_sub_att_f2,r5_rev_f1,r5_rev_f2,r5_ctrl_f1,r5_ctrl_f2,sg_strk_r5_sig_str_f1,sg_strk_r5_sig_str_f2,sg_strk_r5_head_f1,sg_strk_r5_head_f2,sg_strk_r5_body_f1,sg_strk_r5_body_f2,sg_strk_r5_leg_f1,sg_strk_r5_leg_f2,sg_strk_r5_distance_f1,sg_strk_r5_distance_f2,sg_strk_r5_clinch_f1,sg_strk_r5_clinch_f2,sg_strk_r5_grf1,sg_strk_r5_grf2,event_date,Height_f1,Weight_f1,Reach_f1,STANCE_f1,DOB_f1,Height_f2,Weight_f2,Reach_f2,STANCE_f2,DOB_f2,age_at_fight_f1,age_at_fight_f2
UFC Fight Night: Kape vs. Almabayev,Cody Brundage,Julian Marquez,1,0,Middleweight Bout,0,KO/TKO,1,285,285,3,1,0,0.55,0.5,0.6415094339622641,0.5520833333333334,0.0,,0,1,0,0,48,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.5,0.5492957746478874,0.484375,0.5,0.625,0.6666666666666666,1.0,0.5230769230769231,0.4705882352941176,0.625,0.5909090909090909,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,72,185.0,72,Orthodox,1994-05-16,74,185.0,72,Orthodox,1990-05-08,30,34
UFC Fight Night: Kape vs. Almabayev,Nasrat Haqparast,Esteban Ribovics,1,0,Lightweight Bout,0,Decision - Split,3,900,300,3,0,0,0.51,0.33,0.515625,0.3364485981308411,,,0,0,0,0,0,0,0.0,0.0,0.47,0.33,0.4711538461538461,0.3387978142076502,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.34,0.5047619047619047,0.3493150684931507,0.2,,0.0,0.0,0.0,0.0,49.0,0.0,0.51,0.33,0.42,0.2978723404255319,0.8461538461538461,0.4285714285714285,1.0,0.8333333333333334,0.515625,0.3364485981308411,,,,,0.47,0.33,0.4285714285714285,0.3117647058823529,0.7272727272727273,0.6,1.0,1.0,0.4711538461538461,0.3387978142076502,,,,,0.5,0.34,0.4673913043478261,0.2977099236641221,0.7,0.8,1.0,1.0,0.5,0.3426573426573426,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,70,155.0,72,Southpaw,1995-08-22,70,155.0,69,Orthodox,1996-04-27,29,28
UFC Fight Night: Kape vs. Almabayev,Hyder Amil,William Gomis,1,0,Featherweight Bout,0,Decision - Split,3,900,300,3,0,0,0.47,0.41,0.5535714285714286,0.532258064516129,0.0,0.0,0,0,0,0,46,75,0.0,0.0,0.57,0.68,0.6179775280898876,0.6901408450704225,0.0,,0.0,0.0,0.0,0.0,45.0,7.0,0.0,0.0,0.6,0.47,0.6666666666666666,0.4722222222222222,0.5,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.47,0.41,0.32,0.2857142857142857,0.7777777777777778,0.5333333333333333,0.75,1.0,0.4411764705882353,0.3823529411764705,0.75,0.5,,,0.57,0.68,0.4655172413793103,0.6,0.8461538461538461,1.0,1.0,1.0,0.5588235294117647,0.6666666666666666,0.7,1.0,,,0.6,0.47,0.4385964912280701,0.3725490196078431,0.95,0.6875,0.8888888888888888,1.0,0.5769230769230769,0.4782608695652174,0.8333333333333334,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,69,145.0,70,Switch,1990-05-28,72,145.0,73,Southpaw,1997-06-13,34,27
UFC Fight Night: Kape vs. Almabayev,Danny Barlow,Sam Patterson,0,1,Welterweight Bout,0,KO/TKO,1,190,190,3,0,1,0.5,0.52,0.5,0.5294117647058824,,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.52,0.4347826086956521,0.5,0.6666666666666666,0.6666666666666666,0.75,,0.5,0.5172413793103449,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,74,185.0,79,Southpaw,1995-08-02,75,170.0,78,Orthodox,1996-04-30,29,28
UFC Fight Night: Kape vs. Almabayev,Austen Lane,Mario Pinto,0,1,Heavyweight Bout,0,KO/TKO,2,339,39,3,1,0,0.52,0.63,0.5,0.7142857142857143,0.0,0.0,0,0,0,0,53,17,0.0,1.0,0.48,0.5,0.4482758620689655,0.5,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.52,0.63,0.4782608695652174,0.3333333333333333,0.6363636363636364,1.0,0.5,1.0,0.5714285714285714,0.6666666666666666,0.0,0.5,,,0.48,0.5,0.3157894736842105,0.5,1.0,,,,0.4782608695652174,0.5454545454545454,0.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,78,205.0,80,Orthodox,1987-11-09,77,265.0,79,Orthodox,1998-03-14,37,26
UFC Fight Night: Kape vs. Almabayev,Ricardo Ramos,Chepe Mariscal,0,1,Featherweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.53,0.57,0.5357142857142857,0.6363636363636364,0.5,0.33,0,0,0,0,28,55,0.0,0.0,0.33,0.62,0.3333333333333333,0.6447368421052632,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.35,0.32,0.358974358974359,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.53,0.57,0.3684210526315789,0.5581395348837209,1.0,0.5,0.75,0.75,0.5,0.4482758620689655,1.0,0.8888888888888888,,0.6363636363636364,0.33,0.62,0.2777777777777778,0.5576923076923077,0.5,1.0,,0.8333333333333334,0.2857142857142857,0.6031746031746031,0.6666666666666666,1.0,,,0.35,0.32,0.1923076923076923,0.2222222222222222,0.8571428571428571,0.5555555555555556,0.5,0.4,0.3513513513513513,0.325,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,69,145.0,72,Orthodox,1995-08-01,67,145.0,69,Orthodox,1992-10-27,29,32
UFC Fight Night: Kape vs. Almabayev,Danny Silva,Lucas Almeida,1,0,Featherweight Bout,0,Decision - Split,3,900,300,3,0,0,0.55,0.32,0.5869565217391305,0.3396226415094339,,0.0,0,0,0,0,24,10,0.0,0.0,0.65,0.32,0.6428571428571429,0.3478260869565217,0.5,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.56,0.28,0.5641025641025641,0.2828282828282828,0.0,,0.0,0.0,0.0,0.0,10.0,7.0,0.55,0.32,0.3333333333333333,0.2162162162162162,0.6666666666666666,0.6363636363636364,1.0,0.5,0.5714285714285714,0.3137254901960784,0.0,1.0,,,0.65,0.32,0.5526315789473685,0.2692307692307692,0.8181818181818182,0.4,1.0,1.0,0.6730769230769231,0.3258426966292135,0.0,,0.5,,0.56,0.28,0.4838709677419355,0.2272727272727272,0.75,0.7142857142857143,1.0,0.75,0.5641025641025641,0.2828282828282828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,67,145.0,69,Switch,1997-01-30,71,145.0,71,Orthodox,1991-01-31,28,34
UFC Fight Night: Kape vs. Almabayev,Andrea Lee,JJ Aldrich,0,1,Women's Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.31,0.48,0.3157894736842105,0.5111111111111111,0.0,1.0,0,0,0,0,0,19,0.0,0.0,0.25,0.54,0.2950819672131147,0.5319148936170213,0.0,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.33,0.58,0.4054054054054054,0.58,0.5,0.5,1.0,0.0,0.0,0.0,46.0,38.0,0.31,0.48,0.03125,0.4117647058823529,0.6666666666666666,0.5,0.6923076923076923,1.0,0.3157894736842105,0.4615384615384615,,0.6666666666666666,,1.0,0.25,0.54,0.0857142857142857,0.4594594594594595,0.4285714285714285,0.8,0.6666666666666666,1.0,0.2586206896551724,0.5434782608695652,,,,,0.33,0.58,0.2142857142857142,0.5348837209302325,0.6111111111111112,1.0,,1.0,0.3220338983050847,0.5555555555555556,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,66,125.0,69,Orthodox,1989-02-11,65,125.0,67,Southpaw,1992-09-29,36,32
UFC Fight Night: Kape vs. Almabayev,Charles Johnson,Ramazan Temirov,0,1,Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.36,0.47,0.3658536585365853,0.4772727272727273,0.0,,0,0,0,0,0,3,0.0,0.0,0.37,0.41,0.4565217391304347,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.47,0.3,0.53125,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,28.0,17.0,0.36,0.47,0.1923076923076923,0.4242424242424242,0.5,0.6363636363636364,0.7777777777777778,,0.3421052631578947,0.4871794871794871,0.6666666666666666,0.5,,0.0,0.37,0.41,0.3181818181818182,0.3414634146341463,0.5,1.0,0.4,,0.3125,0.4102564102564102,0.8,0.5,,0.0,0.47,0.3,0.2857142857142857,0.3255813953488372,0.9375,0.1666666666666666,1.0,,0.3898305084745763,0.275,0.7368421052631579,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,69,125.0,70,Switch,1991-01-10,64,125.0,63,Orthodox,1997-01-31,34,28
UFC Fight Night: Cejudo vs. Song,Henry Cejudo,Song Yadong,0,1,Bantamweight Bout,0,Decision - Unanimous,3,900,300,5,0,0,0.52,0.67,0.52,0.6774193548387096,0.0,,0,0,0,0,0,0,0.0,0.0,0.52,0.47,0.5272727272727272,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.38,0.4716981132075472,0.3846153846153846,,,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.67,0.2307692307692307,0.375,0.6,1.0,1.0,1.0,0.52,0.6551724137931034,,1.0,,,0.52,0.47,0.4285714285714285,0.3469387755102041,0.6,0.5555555555555556,1.0,1.0,0.5370370370370371,0.4782608695652174,0.0,,,,0.47,0.38,0.4222222222222222,0.3382352941176471,0.75,0.5714285714285714,,1.0,0.4716981132075472,0.3846153846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,64,135.0,64,Orthodox,1987-02-09,68,135.0,67,Orthodox,1997-12-02,38,27
UFC Fight Night: Cejudo vs. Song,Brendan Allen,Anthony Hernandez,0,1,Middleweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.61,0.6,0.7894736842105263,0.7692307692307693,,0.5,0,0,1,0,129,143,0.0,0.0,1.0,0.81,0.75,0.8620689655172413,,1.0,1.0,0.0,1.0,1.0,44.0,244.0,0.0,0.0,0.41,0.66,0.68,0.7551020408163265,0.0,0.4,0.0,0.0,1.0,1.0,5.0,235.0,0.61,0.6,0.4444444444444444,0.6,1.0,,1.0,,0.5454545454545454,0.0,,,1.0,1.0,1.0,0.81,,0.8125,,,1.0,,1.0,1.0,,,,0.8,0.41,0.66,0.4,0.6666666666666666,1.0,,0.0,,0.3,0.7857142857142857,1.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,74,185.0,75,Orthodox,1995-12-28,72,185.0,75,Orthodox,1993-10-18,29,31
UFC Fight Night: Cejudo vs. Song,Rob Font,Jean Matsumoto,1,0,Catch Weight Bout,0,Decision - Split,3,900,300,3,0,0,0.61,0.36,0.6585365853658537,0.6530612244897959,,0.66,0,0,0,0,26,220,0.0,0.0,0.6,0.47,0.6206896551724138,0.5072463768115942,,1.0,1.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.49,0.4,0.5434782608695652,0.4299065420560747,,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.61,0.36,0.6060606060606061,0.0833333333333333,1.0,1.0,,0.75,0.59375,0.2,1.0,1.0,,,0.6,0.47,0.56,0.3720930232558139,1.0,0.75,,0.7142857142857143,0.6071428571428571,0.4754098360655737,,,,,0.49,0.4,0.4594594594594595,0.325,0.8571428571428571,0.5,,0.8,0.463768115942029,0.3978494623655914,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,68,135.0,71,Orthodox,1987-06-25,66,135.0,68,Orthodox,1999-09-09,37,25
UFC Fight Night: Cejudo vs. Song,Jean Silva,Melsik Baghdasaryan,1,0,Featherweight Bout,0,KO/TKO,1,255,255,3,1,0,0.66,0.28,0.6666666666666666,0.28,,,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.28,0.5789473684210527,0.25,0.875,0.0,,1.0,0.55,0.28,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,67,145.0,69,Orthodox,1996-12-27,69,145.0,70,Southpaw,1992-01-28,28,33
UFC Fight Night: Cejudo vs. Song,Alonzo Menifield,Julius Walker,1,0,Light Heavyweight Bout,0,Decision - Split,3,900,300,3,0,0,0.69,0.57,0.7450980392156863,0.6612903225806451,0.0,0.0,0,0,0,0,32,172,0.0,0.0,0.55,0.49,0.5689655172413793,0.5131578947368421,,0.25,0.0,0.0,0.0,0.0,5.0,75.0,0.0,0.0,0.56,0.45,0.6,0.5483870967741935,,0.0,0.0,0.0,0.0,0.0,6.0,84.0,0.69,0.57,0.6774193548387096,0.2962962962962963,1.0,0.9473684210526316,,1.0,0.6923076923076923,0.3,0.7142857142857143,0.7777777777777778,,,0.55,0.49,0.4651162790697674,0.392156862745098,0.9,0.6,0.6666666666666666,1.0,0.5686274509803921,0.4576271186440678,0.4,0.6428571428571429,,,0.56,0.45,0.5,0.2647058823529412,0.8,0.6666666666666666,1.0,1.0,0.5636363636363636,0.4,0.6666666666666666,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,72,205.0,76,Orthodox,1987-10-18,76,205.0,78,Orthodox,1999-07-16,37,25
UFC Fight Night: Cejudo vs. Song,Ion Cutelaba,Ibo Aslan,1,0,Light Heavyweight Bout,0,Submission,1,171,171,3,0,0,0.45,0.5,0.4358974358974359,0.5,0.5,,1,0,0,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.5,0.3846153846153846,0.5,0.6666666666666666,0.0,1.0,1.0,0.3846153846153846,0.4444444444444444,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,73,205.0,75,Southpaw,1993-12-14,75,205.0,77,Orthodox,1996-04-23,31,28
UFC Fight Night: Cejudo vs. Song,Andre Fili,Melquizael Costa,0,1,Featherweight Bout,0,Submission,1,270,270,3,0,0,0.29,0.48,0.2916666666666667,0.4821428571428571,1.0,0.0,0,1,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.48,0.2,0.12,0.75,0.7692307692307693,,0.7777777777777778,0.2916666666666667,0.4727272727272727,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,71,145.0,74,Orthodox,1990-06-25,70,145.0,71,Southpaw,1996-09-14,34,28
UFC Fight Night: Cejudo vs. Song,Mansur Abdul-Malik,Nick Klein,1,0,Middleweight Bout,0,KO/TKO,2,504,204,3,0,0,0.12,0.61,0.125,0.7551020408163265,0.0,0.16,0,0,0,0,8,115,0.0,0.0,0.6,0.6,0.62,0.6190476190476191,0.5,0.0,0.0,0.0,0.0,0.0,27.0,66.0,,,,,,,,,,,,,,,0.12,0.61,0.0,0.2727272727272727,1.0,0.0,,1.0,0.125,0.6086956521739131,,0.6666666666666666,,,0.6,0.6,0.6086956521739131,0.2857142857142857,,0.6666666666666666,,0.8,0.4166666666666667,0.6,0.631578947368421,,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,74,185.0,80,Orthodox,1997-10-07,73,185.0,77,Orthodox,1995-09-08,27,29
UFC Fight Night: Cejudo vs. Song,Ricky Simon,Javid Basharat,1,0,Bantamweight Bout,0,KO/TKO,1,238,238,3,1,0,0.52,0.55,0.6206896551724138,0.5526315789473685,0.33,,0,0,0,0,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.55,0.4736842105263157,0.4444444444444444,1.0,1.0,1.0,0.5,0.5,0.5555555555555556,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,66,135.0,69,Orthodox,1992-08-31,69,135.0,69,Orthodox,1995-09-07,32,29
UFC Fight Night: Cejudo vs. Song,Nikolay Veretennikov,Austin Vanderford,0,1,Catch Weight Bout,0,KO/TKO,2,553,253,3,0,0,0.23,0.72,0.5217391304347826,0.9032258064516128,,1.0,0,1,0,0,0,236,0.0,0.0,0.33,0.75,0.6923076923076923,0.7796610169491526,,0.33,0.0,0.0,0.0,0.0,0.0,205.0,,,,,,,,,,,,,,,0.23,0.72,0.0,0.7,0.5,,1.0,1.0,0.2307692307692307,0.4,,,,1.0,0.33,0.75,0.0,0.75,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,0.7894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,73,170.0,74,Orthodox,1989-12-22,71,170.0,74,Orthodox,1990-03-21,35,34
UFC Fight Night: Cejudo vs. Song,Nursulton Ruziboev,Eric McConico,1,0,Middleweight Bout,0,KO/TKO,2,333,33,3,0,0,0.54,0.4,0.56,0.3846153846153846,,,0,0,0,0,30,0,2.0,0.0,0.38,0.33,0.4761904761904761,0.3333333333333333,,,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,0.54,0.4,0.4705882352941176,0.0,0.6666666666666666,0.5,1.0,0.6,0.5217391304347826,0.4,1.0,,,,0.38,0.33,0.3888888888888889,0.5,,0.0,,,0.1428571428571428,0.3333333333333333,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,77,185.0,76,Orthodox,1993-11-19,72,185.0,77,Southpaw,1990-05-09,31,34
UFC Fight Night: Cejudo vs. Song,Modestas Bukauskas,Rafael Cerqueira,1,0,Light Heavyweight Bout,0,KO/TKO,1,132,132,3,1,0,0.39,0.4,0.3902439024390244,0.4090909090909091,,,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.4,0.3055555555555556,0.25,1.0,0.0,1.0,1.0,0.4,0.4090909090909091,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-22,75,205.0,76,Switch,1994-02-10,75,205.0,76,Southpaw,1990-03-15,31,34
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier,Gregory Rodrigues,1,0,Middleweight Bout,0,KO/TKO,4,921,21,5,0,2,0.57,0.37,0.6326530612244898,0.3823529411764705,1.0,0.0,0,0,0,0,94,17,0.0,0.0,0.45,0.36,0.4729729729729729,0.3714285714285714,0.0,,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.43,0.49,0.430379746835443,0.4942528735632184,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.57,0.37,0.4,0.3018867924528302,1.0,0.7272727272727273,0.875,0.5,0.5,0.3392857142857143,0.875,0.6666666666666666,,0.0,0.45,0.36,0.3,0.2711864406779661,0.7857142857142857,1.0,0.875,1.0,0.4307692307692308,0.373134328358209,0.7142857142857143,0.0,,,0.43,0.49,0.380281690140845,0.4342105263157895,1.0,0.8888888888888888,1.0,1.0,0.3728813559322034,0.4823529411764706,0.75,1.0,0.6,,1.0,0.0,0.69,,0.6923076923076923,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.69,,0.6363636363636364,,1.0,,,,0.5714285714285714,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-15,71,185.0,77,Switch,1984-03-16,75,185.0,75,Orthodox,1992-02-17,40,33
UFC Fight Night: Cannonier vs. Rodrigues,Calvin Kattar,Youssef Zalal,0,1,Featherweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.34,0.56,0.3478260869565217,0.5652173913043478,,0.0,0,0,0,0,0,0,0.0,0.0,0.27,0.58,0.2702702702702703,0.5957446808510638,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.51,0.2702702702702703,0.5121951219512195,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.56,0.35,0.4848484848484848,0.5,1.0,0.0,0.7272727272727273,0.3478260869565217,0.5652173913043478,,,,,0.27,0.58,0.1851851851851851,0.5714285714285714,0.6666666666666666,0.4,0.4285714285714285,0.8333333333333334,0.2702702702702703,0.5869565217391305,,,,,0.27,0.51,0.238095238095238,0.4722222222222222,0.3333333333333333,0.5,0.6,1.0,0.25,0.5121951219512195,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-15,71,145.0,72,Orthodox,1988-03-26,70,145.0,72,Switch,1996-09-04,36,28
UFC Fight Night: Cannonier vs. Rodrigues,Edmen Shahbazyan,Dylan Budka,1,0,Middleweight Bout,0,KO/TKO,1,95,95,3,1,0,0.46,0.06,0.4666666666666667,0.0625,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.06,0.3846153846153846,0.0833333333333333,1.0,0.0,,,0.5,0.0625,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-15,74,185.0,74,Orthodox,1997-11-20,72,185.0,75,Switch,2000-01-14,27,25
UFC Fight Night: Cannonier vs. Rodrigues,Ismael Bonfim,Nazim Sadykhov,0,1,Lightweight Bout,0,TKO - Doctor's Stoppage,1,300,300,3,0,0,0.61,0.28,0.6046511627906976,0.2857142857142857,,,0,0,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.28,0.4827586206896552,0.2571428571428571,1.0,0.2857142857142857,0.875,0.5,0.6153846153846154,0.2727272727272727,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-15,68,155.0,71,Orthodox,1995-12-28,70,155.0,69,Southpaw,1994-05-16,29,30
